analysis,aggregation_level,predictor,profile,individual_sum,total_sum,pooled_allocation,n_models,signed_allocation,delta_from_signed,region,climatezone,age
spatial_events,region_climatezone,human,zero_truncated,0.47330000000000005,1.1851,0.39937558011982116,3,0.399409282700422,-3.370258060081399e-5,North America,Temperate_Without_dry_season,NA
spatial_events,region_climatezone,climate,zero_truncated,0.2519,0.4017,0.6270848892208116,1,0.6266169154228856,4.6797379792606897e-4,Oceania,Arid,NA
spatial_events,region_climatezone,human,zero_truncated,0.1498,0.4017,0.37291511077918843,1,0.37263681592039793,2.782948587904954e-4,Oceania,Arid,NA
spatial_events,region_climatezone,climate,zero_truncated,0.0878,0.21560000000000001,0.4072356215213358,1,0.4064814814814815,7.541400398543008e-4,Oceania,Cold_Without_dry_season_Cold_Summer,NA
spatial_events,region_climatezone,human,zero_truncated,0.1278,0.21560000000000001,0.5927643784786641,1,0.5916666666666667,0.0010977118119974705,Oceania,Cold_Without_dry_season_Cold_Summer,NA
spatial_events,region_climatezone,climate,zero_truncated,0.2055,0.2055,1,1,1.1947674418604652,-0.19476744186046524,Oceania,Cold_Without_dry_season_Warm_Summer,NA
spatial_events,region_climatezone,human,zero_truncated,0,0.2055,0,1,-0.19476744186046516,0.19476744186046516,Oceania,Cold_Without_dry_season_Warm_Summer,NA
spatial_events,region_climatezone,climate,zero_truncated,0.3748,0.4002,0.9365317341329336,1,0.937,-4.682658670664974e-4,Oceania,Polar,NA
spatial_events,region_climatezone,human,zero_truncated,0.0254,0.4002,0.06346826586706647,1,0.06349999999999999,-3.17341329335169e-5,Oceania,Polar,NA
spatial_events,region_climatezone,climate,zero_truncated,0.1106,0.2899,0.38151086581579857,1,0.38137931034482764,1.3155547097093434e-4,Oceania,Temperate_Dry_Summer,NA
spatial_events,region_climatezone,human,zero_truncated,0.1793,0.2899,0.6184891341842014,1,0.6182758620689656,2.1327211523580747e-4,Oceania,Temperate_Dry_Summer,NA
spatial_events,region_climatezone,climate,zero_truncated,0.2255,0.2542,0.8870967741935485,1,0.8877952755905512,-6.98501397002671e-4,Oceania,Temperate_Dry_Winter,NA
spatial_events,region_climatezone,human,zero_truncated,0.0287,0.2542,0.11290322580645162,1,0.11299212598425197,-8.890017780034676e-5,Oceania,Temperate_Dry_Winter,NA
spatial_events,region_climatezone,climate,zero_truncated,4.3693,7.364,0.5933324280282455,14,0.5933324280282455,0,Oceania,Temperate_Without_dry_season,NA
spatial_events,region_climatezone,human,zero_truncated,2.9947,7.364,0.40666757197175446,14,0.40666757197175446,0,Oceania,Temperate_Without_dry_season,NA
spatial_events,region_climatezone,climate,zero_truncated,0.7766,1.1175,0.6949440715883669,2,0.6952551477170993,-3.1107612873237933e-4,Oceania,Tropical,NA
spatial_events,region_climatezone,human,zero_truncated,0.3409,1.1175,0.3050559284116331,2,0.3051924798567592,-1.365514451260874e-4,Oceania,Tropical,NA
spatial_spd,region_climatezone,climate,zero_truncated,4.738,6.086,0.7785080512651988,19,0.7899299766588863,-0.011421925393687471,Asia,Arid,NA
spatial_spd,region_climatezone,human,zero_truncated,1.348,6.086,0.2214919487348012,19,0.20991997332444148,0.011571975410359703,Asia,Arid,NA
spatial_spd,region_climatezone,climate,zero_truncated,1.4558,1.4558,1,4,1.0634039444850256,-0.06340394448502562,Asia,Cold_Dry_Summer,NA
spatial_spd,region_climatezone,human,zero_truncated,0,1.4558,0,4,-0.0633308984660336,0.0633308984660336,Asia,Cold_Dry_Summer,NA
spatial_spd,region_climatezone,climate,zero_truncated,7.1383,8.2031,0.8701954139288807,21,0.8822518848102832,-0.012056470881402492,Asia,Cold_Dry_Winter,NA
spatial_spd,region_climatezone,human,zero_truncated,1.0648,8.2031,0.12980458607111947,21,0.11756272401433693,0.012241862056782543,Asia,Cold_Dry_Winter,NA
spatial_spd,region_climatezone,climate,zero_truncated,3.476,3.8388,0.9054912993643847,9,0.9137749737118822,-0.00828367434749755,Asia,Cold_Without_dry_season_Cold_Summer,NA
spatial_spd,region_climatezone,human,zero_truncated,0.3628,3.8388,0.0945087006356153,9,0.08604100946372238,0.008467691171892916,Asia,Cold_Without_dry_season_Cold_Summer,NA
spatial_spd,region_climatezone,climate,zero_truncated,0.1068,0.21560000000000001,0.49536178107606677,1,0.49444444444444446,9.173366316223008e-4,Asia,Cold_Without_dry_season_Hot_Summer,NA
spatial_spd,region_climatezone,human,zero_truncated,0.1088,0.21560000000000001,0.5046382189239331,1,0.5037037037037037,9.345152202294704e-4,Asia,Cold_Without_dry_season_Hot_Summer,NA
spatial_spd,region_climatezone,climate,zero_truncated,5.2855,5.9227,0.8924139328346868,16,0.8941803417357469,-0.001766408901060057,Asia,Cold_Without_dry_season_Warm_Summer,NA
spatial_spd,region_climatezone,human,zero_truncated,0.6372,5.9227,0.10758606716531312,16,0.10639485704618509,0.001191210119128025,Asia,Cold_Without_dry_season_Warm_Summer,NA
spatial_spd,region_climatezone,climate,zero_truncated,2.832,3.4721,0.8156447106938164,10,0.8300117233294255,-0.014367012635609133,Asia,Polar,NA
spatial_spd,region_climatezone,human,zero_truncated,0.6401,3.4721,0.18435528930618356,10,0.17036928487690506,0.013986004429278498,Asia,Polar,NA
spatial_spd,region_climatezone,climate,zero_truncated,1.8645,1.9412,0.9604883577168761,5,1.006206152185645,-0.04571779446876878,Asia,Temperate_Dry_Summer,NA
spatial_spd,region_climatezone,human,zero_truncated,0.0767,1.9412,0.03951164228312384,5,-0.006314085267134376,0.04582572755025822,Asia,Temperate_Dry_Summer,NA
spatial_spd,region_climatezone,climate,zero_truncated,1.0981,2.213,0.4962042476276548,6,0.4962042476276548,0,Asia,Temperate_Dry_Winter,NA
spatial_spd,region_climatezone,human,zero_truncated,1.1149,2.213,0.5037957523723452,6,0.5037957523723452,0,Asia,Temperate_Dry_Winter,NA
spatial_spd,region_climatezone,climate,zero_truncated,2.9654,3.2639,0.9085449921872606,7,0.9096319018404907,-0.001086909653230106,Asia,Temperate_Without_dry_season,NA
spatial_spd,region_climatezone,human,zero_truncated,0.2985,3.2639,0.09145500781273935,7,0.09030674846625766,0.0011482593464816893,Asia,Temperate_Without_dry_season,NA
spatial_spd,region_climatezone,climate,zero_truncated,2.4524,2.4724,0.9919106940624495,7,1.0360794254330377,-0.04416873137058819,Europe,Arid,NA
spatial_spd,region_climatezone,human,zero_truncated,0.02,2.4724,0.008089305937550558,7,-0.03620616814533164,0.044295474082882196,Europe,Arid,NA
spatial_spd,region_climatezone,climate,zero_truncated,1.2902,1.5733000000000001,0.8200597470285387,3,0.8313144329896907,-0.011254685961151978,Europe,Cold_Dry_Summer,NA
spatial_spd,region_climatezone,human,zero_truncated,0.2831,1.5733000000000001,0.17994025297146127,3,0.16881443298969073,0.011125819981770535,Europe,Cold_Dry_Summer,NA
spatial_spd,region_climatezone,climate,zero_truncated,26.5665,32.8568,0.8085540892600619,92,0.825020962081923,-0.0164668728218611,Europe,Cold_Without_dry_season_Cold_Summer,NA
spatial_spd,region_climatezone,human,zero_truncated,6.2903,32.8568,0.19144591073993816,92,0.1749324555138039,0.01651345522613426,Europe,Cold_Without_dry_season_Cold_Summer,NA
spatial_spd,region_climatezone,climate,zero_truncated,38.7412,47.7975,0.8105277472671165,144,0.8255477735655079,-0.015020026298391387,Europe,Cold_Without_dry_season_Warm_Summer,NA
spatial_spd,region_climatezone,human,zero_truncated,9.0563,47.7975,0.18947225273288354,144,0.1745464670479128,0.014925785684970744,Europe,Cold_Without_dry_season_Warm_Summer,NA
spatial_spd,region_climatezone,climate,zero_truncated,8.5432,10.2689,0.8319488942340465,30,0.833069403714565,-0.0011205094805184501,Europe,Polar,NA
spatial_spd,region_climatezone,human,zero_truncated,1.7257,10.2689,0.1680511057659535,30,0.16678396871945259,0.0012671370465009157,Europe,Polar,NA
spatial_spd,region_climatezone,climate,zero_truncated,3.7802,4.5288,0.8347023494082316,14,0.8337101514808953,9.921979273362913e-4,Europe,Temperate_Dry_Summer,NA
spatial_spd,region_climatezone,human,zero_truncated,0.7486,4.5288,0.16529765059176824,14,0.16604114854171376,-7.434979499455208e-4,Europe,Temperate_Dry_Summer,NA
spatial_spd,region_climatezone,climate,zero_truncated,23.358,35.0266,0.6668646114667138,91,0.6698569951757409,-0.002992383709027102,Europe,Temperate_Without_dry_season,NA
spatial_spd,region_climatezone,human,zero_truncated,11.6686,35.0266,0.3331353885332861,91,0.3300310130944177,0.003104375438868434,Europe,Temperate_Without_dry_season,NA
spatial_spd,region_climatezone,climate,zero_truncated,1.0602,1.4832,0.7148058252427184,5,0.7357390700902151,-0.0209332448474967,Latin America,Arid,NA
spatial_spd,region_climatezone,human,zero_truncated,0.423,1.4832,0.28519417475728154,5,0.26446911866759193,0.02072505608968961,Latin America,Arid,NA
spatial_spd,region_climatezone,climate,zero_truncated,0.6403,0.6743,0.9495773394631469,2,0.9485925925925925,9.847468705543871e-4,Latin America,Cold_Dry_Summer,NA
spatial_spd,region_climatezone,human,zero_truncated,0.034,0.6743,0.050422660536853035,2,0.05037037037037037,5.2290166482664435e-5,Latin America,Cold_Dry_Summer,NA
spatial_spd,region_climatezone,climate,zero_truncated,7.5225,9.280899999999999,0.8105356161579158,22,0.8179297597042514,-0.0073941435463356076,Latin America,Polar,NA
spatial_spd,region_climatezone,human,zero_truncated,1.7584,9.280899999999999,0.1894643838420843,22,0.18220071762531262,0.007263666216771686,Latin America,Polar,NA
spatial_spd,region_climatezone,climate,zero_truncated,2.383,2.5677,0.9280679207072478,8,1.0033684210526317,-0.07530050034538394,Latin America,Temperate_Dry_Summer,NA
spatial_spd,region_climatezone,human,zero_truncated,0.18469999999999998,2.5677,0.07193207929275226,8,-0.0034526315789473747,0.07538471087169964,Latin America,Temperate_Dry_Summer,NA
spatial_spd,region_climatezone,climate,zero_truncated,0.5524,0.7469,0.7395903066006159,2,0.739491298527443,9.90080731728682e-5,Latin America,Temperate_Dry_Winter,NA
spatial_spd,region_climatezone,human,zero_truncated,0.1945,0.7469,0.26040969339938413,2,0.26037483266398925,3.486073539488155e-5,Latin America,Temperate_Dry_Winter,NA
spatial_spd,region_climatezone,climate,zero_truncated,4.1604,5.7642,0.7217653794108463,17,0.7402846975088968,-0.01851931809805052,Latin America,Temperate_Without_dry_season,NA
spatial_spd,region_climatezone,human,zero_truncated,1.6038000000000001,5.7642,0.27823462058915377,17,0.2598220640569395,0.018412556532214297,Latin America,Temperate_Without_dry_season,NA
spatial_spd,region_climatezone,climate,zero_truncated,4.4431,6.4189,0.692190250666002,15,0.7065998727735369,-0.014409622107534825,Latin America,Tropical,NA
spatial_spd,region_climatezone,human,zero_truncated,1.9758,6.4189,0.3078097493339981,15,0.2935909669211196,0.014218782412878495,Latin America,Tropical,NA
spatial_spd,region_climatezone,climate,zero_truncated,2.8515,4.4887999999999995,0.6352477276777759,16,0.6341244239631336,0.0011233037146423097,North America,Arid,NA
spatial_spd,region_climatezone,human,zero_truncated,1.6373,4.4887999999999995,0.36475227232222424,16,0.36619815668202765,-0.0014458843598034177,North America,Arid,NA
spatial_spd,region_climatezone,climate,zero_truncated,11.7593,16.8393,0.698324752216541,46,0.7016180260082698,-0.0032932737917288346,North America,Cold_Dry_Summer,NA
spatial_spd,region_climatezone,human,zero_truncated,5.08,16.8393,0.3016752477834589,46,0.2982441421465811,0.0034311056368777626,North America,Cold_Dry_Summer,NA
spatial_spd,region_climatezone,climate,zero_truncated,41.4746,52.3466,0.7923074277985581,135,0.8003316781751881,-0.008024250376630016,North America,Cold_Without_dry_season_Cold_Summer,NA
spatial_spd,region_climatezone,human,zero_truncated,10.872,52.3466,0.2076925722014419,135,0.19964892544029794,0.008043646761143969,North America,Cold_Without_dry_season_Cold_Summer,NA
spatial_spd,region_climatezone,climate,zero_truncated,14.0853,19.716,0.7144096165550822,53,0.723813450141716,-0.00940383358663388,North America,Cold_Without_dry_season_Hot_Summer,NA
spatial_spd,region_climatezone,human,zero_truncated,5.6307,19.716,0.28559038344491783,53,0.27636176243236277,0.00922862101255506,North America,Cold_Without_dry_season_Hot_Summer,NA
spatial_spd,region_climatezone,climate,zero_truncated,56.528,80.5674,0.7016237336689529,194,0.7038744696780634,-0.002250736009110521,North America,Cold_Without_dry_season_Warm_Summer,NA
