summary_index,summary_level,cohort,metric,contrast,n_source_rows,maximum_absolute_difference,reconciled
337,climate_zone_within_continent,as_coded,climate,events_minus_spd,4,0,TRUE
338,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,4,0,TRUE
339,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,4,0,TRUE
340,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,4,0,TRUE
341,climate_zone_within_continent,as_coded,human,events_minus_spd,4,0,TRUE
342,climate_zone_within_continent,observed_events_only,human,events_minus_spd,4,0,TRUE
343,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,4,0,TRUE
344,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,4,0,TRUE
345,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,4,0,TRUE
346,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,4,0,TRUE
347,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,4,0,TRUE
348,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,4,0,TRUE
349,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,4,0,TRUE
350,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,4,0,TRUE
351,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,4,0,TRUE
352,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,4,0,TRUE
353,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,4,0,TRUE
354,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,4,0,TRUE
355,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,4,0,TRUE
356,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,4,0,TRUE
357,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,4,0,TRUE
358,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,4,0,TRUE
359,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,4,0,TRUE
360,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,4,0,TRUE
361,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,4,0,TRUE
362,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,4,0,TRUE
363,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,4,0,TRUE
364,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,4,0,TRUE
365,climate_zone_within_continent,as_coded,climate,events_minus_spd,2,0,TRUE
366,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,2,0,TRUE
367,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,2,0,TRUE
368,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,2,0,TRUE
369,climate_zone_within_continent,as_coded,human,events_minus_spd,2,0,TRUE
370,climate_zone_within_continent,observed_events_only,human,events_minus_spd,2,0,TRUE
371,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,2,0,TRUE
372,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,2,0,TRUE
373,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,2,0,TRUE
374,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,2,0,TRUE
375,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,2,0,TRUE
376,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,2,0,TRUE
377,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,2,0,TRUE
378,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,2,0,TRUE
379,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,2,0,TRUE
380,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,2,0,TRUE
381,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,2,0,TRUE
382,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,2,0,TRUE
383,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,2,0,TRUE
384,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,2,0,TRUE
385,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,2,0,TRUE
386,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,2,0,TRUE
387,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,2,0,TRUE
388,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,2,0,TRUE
389,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,2,0,TRUE
390,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,2,0,TRUE
391,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,2,0,TRUE
392,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,2,0,TRUE
393,climate_zone_within_continent,as_coded,climate,events_minus_spd,15,0,TRUE
394,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,15,0,TRUE
395,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,15,0,TRUE
396,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,15,0,TRUE
397,climate_zone_within_continent,as_coded,human,events_minus_spd,15,0,TRUE
398,climate_zone_within_continent,observed_events_only,human,events_minus_spd,15,0,TRUE
399,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,15,0,TRUE
400,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,15,0,TRUE
401,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,15,0,TRUE
402,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,15,0,TRUE
403,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,15,0,TRUE
404,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,15,0,TRUE
405,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,15,0,TRUE
406,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,15,0,TRUE
407,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,15,0,TRUE
408,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,15,0,TRUE
409,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,15,0,TRUE
410,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,15,0,TRUE
411,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,15,0,TRUE
412,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,15,0,TRUE
413,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,15,0,TRUE
414,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,15,0,TRUE
415,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,15,0,TRUE
416,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,15,0,TRUE
417,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,15,0,TRUE
418,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,15,0,TRUE
419,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,15,0,TRUE
420,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,15,0,TRUE
421,climate_zone_within_continent,as_coded,climate,events_minus_spd,22,0,TRUE
422,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,22,0,TRUE
423,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,22,0,TRUE
424,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,22,0,TRUE
425,climate_zone_within_continent,as_coded,human,events_minus_spd,22,0,TRUE
426,climate_zone_within_continent,observed_events_only,human,events_minus_spd,22,0,TRUE
427,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,22,0,TRUE
428,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,22,0,TRUE
429,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,22,0,TRUE
430,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,22,0,TRUE
431,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,22,0,TRUE
432,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,22,0,TRUE
433,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,22,0,TRUE
434,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,22,0,TRUE
435,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,22,0,TRUE
436,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,22,0,TRUE
437,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,22,0,TRUE
438,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,22,0,TRUE
439,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,22,0,TRUE
440,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,22,0,TRUE
441,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,22,0,TRUE
442,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,22,0,TRUE
443,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,22,0,TRUE
444,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,22,0,TRUE
445,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,22,0,TRUE
446,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,22,0,TRUE
447,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,22,0,TRUE
448,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,22,0,TRUE
449,climate_zone_within_continent,as_coded,climate,events_minus_spd,3,0,TRUE
450,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,3,0,TRUE
451,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,3,0,TRUE
452,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,3,0,TRUE
453,climate_zone_within_continent,as_coded,human,events_minus_spd,3,0,TRUE
454,climate_zone_within_continent,observed_events_only,human,events_minus_spd,3,0,TRUE
455,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,3,0,TRUE
456,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,3,0,TRUE
457,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,3,0,TRUE
458,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,3,0,TRUE
459,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,3,0,TRUE
460,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,3,0,TRUE
461,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,3,0,TRUE
462,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,3,0,TRUE
463,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,3,0,TRUE
464,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,3,0,TRUE
465,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,3,0,TRUE
466,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,3,0,TRUE
467,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,3,0,TRUE
468,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,3,0,TRUE
469,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,3,0,TRUE
470,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,3,0,TRUE
471,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,3,0,TRUE
472,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,3,0,TRUE
473,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,3,0,TRUE
474,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,3,0,TRUE
475,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,3,0,TRUE
476,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,3,0,TRUE
477,climate_zone_within_continent,as_coded,climate,events_minus_spd,1,0,TRUE
478,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,1,0,TRUE
479,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,1,0,TRUE
480,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,1,0,TRUE
481,climate_zone_within_continent,as_coded,human,events_minus_spd,1,0,TRUE
482,climate_zone_within_continent,observed_events_only,human,events_minus_spd,1,0,TRUE
483,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,1,0,TRUE
484,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,1,0,TRUE
485,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,1,0,TRUE
486,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,1,0,TRUE
487,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,1,0,TRUE
488,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,1,0,TRUE
489,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,1,0,TRUE
490,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,1,0,TRUE
491,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,1,0,TRUE
492,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,1,0,TRUE
493,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,1,0,TRUE
494,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,1,0,TRUE
495,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,1,0,TRUE
496,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,1,0,TRUE
497,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,1,0,TRUE
498,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,1,0,TRUE
499,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,1,0,TRUE
500,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,1,0,TRUE
501,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,1,0,TRUE
502,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,1,0,TRUE
503,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,1,0,TRUE
504,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,1,0,TRUE
505,climate_zone_within_continent,as_coded,climate,events_minus_spd,13,0,TRUE
506,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,13,0,TRUE
507,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,13,0,TRUE
508,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,13,0,TRUE
509,climate_zone_within_continent,as_coded,human,events_minus_spd,13,0,TRUE
510,climate_zone_within_continent,observed_events_only,human,events_minus_spd,13,0,TRUE
511,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,13,0,TRUE
512,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,13,0,TRUE
513,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,13,0,TRUE
514,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,13,0,TRUE
515,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,13,0,TRUE
516,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,13,0,TRUE
517,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,13,0,TRUE
518,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,13,0,TRUE
519,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,13,0,TRUE
520,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,13,0,TRUE
521,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,13,0,TRUE
522,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,13,0,TRUE
523,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,13,0,TRUE
524,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,13,0,TRUE
525,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,13,0,TRUE
526,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,13,0,TRUE
527,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,13,0,TRUE
528,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,13,0,TRUE
529,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,13,0,TRUE
530,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,13,0,TRUE
531,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,13,0,TRUE
532,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,13,0,TRUE
533,climate_zone_within_continent,as_coded,climate,events_minus_spd,1,0,TRUE
534,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,1,0,TRUE
535,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,1,0,TRUE
536,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,1,0,TRUE
537,climate_zone_within_continent,as_coded,human,events_minus_spd,1,0,TRUE
538,climate_zone_within_continent,observed_events_only,human,events_minus_spd,1,0,TRUE
539,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,1,0,TRUE
540,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,1,0,TRUE
541,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,1,0,TRUE
542,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,1,0,TRUE
543,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,1,0,TRUE
544,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,1,0,TRUE
545,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,1,0,TRUE
546,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,1,0,TRUE
547,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,1,0,TRUE
548,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,1,0,TRUE
549,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,1,0,TRUE
550,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,1,0,TRUE
551,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,1,0,TRUE
552,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,1,0,TRUE
553,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,1,0,TRUE
554,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,1,0,TRUE
555,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,1,0,TRUE
556,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,1,0,TRUE
557,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,1,0,TRUE
558,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,1,0,TRUE
559,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,1,0,TRUE
560,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,1,0,TRUE
561,climate_zone_within_continent,as_coded,climate,events_minus_spd,7,0,TRUE
562,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,7,0,TRUE
563,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,7,0,TRUE
564,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,7,0,TRUE
565,climate_zone_within_continent,as_coded,human,events_minus_spd,7,0,TRUE
566,climate_zone_within_continent,observed_events_only,human,events_minus_spd,7,0,TRUE
567,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,7,0,TRUE
568,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,7,0,TRUE
569,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,7,0,TRUE
570,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,7,0,TRUE
571,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,7,0,TRUE
572,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,7,0,TRUE
573,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,7,0,TRUE
574,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,7,0,TRUE
575,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,7,0,TRUE
576,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,7,0,TRUE
577,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,7,0,TRUE
578,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,7,0,TRUE
579,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,7,0,TRUE
580,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,7,0,TRUE
581,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,7,0,TRUE
582,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,7,0,TRUE
583,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,7,0,TRUE
584,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,7,0,TRUE
585,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,7,0,TRUE
586,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,7,0,TRUE
587,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,7,0,TRUE
588,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,7,0,TRUE
589,climate_zone_within_continent,as_coded,climate,events_minus_spd,5,0,TRUE
590,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,5,0,TRUE
591,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,5,0,TRUE
592,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,5,0,TRUE
593,climate_zone_within_continent,as_coded,human,events_minus_spd,5,0,TRUE
594,climate_zone_within_continent,observed_events_only,human,events_minus_spd,5,0,TRUE
595,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,5,0,TRUE
596,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,5,0,TRUE
597,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,5,0,TRUE
598,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,5,0,TRUE
599,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,5,0,TRUE
600,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,5,0,TRUE
601,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,5,0,TRUE
602,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,5,0,TRUE
603,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,5,0,TRUE
604,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,5,0,TRUE
605,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,5,0,TRUE
606,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,5,0,TRUE
607,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,5,0,TRUE
608,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,5,0,TRUE
609,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,5,0,TRUE
610,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,5,0,TRUE
611,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,5,0,TRUE
612,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,5,0,TRUE
613,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,5,0,TRUE
614,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,5,0,TRUE
615,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,5,0,TRUE
616,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,5,0,TRUE
617,climate_zone_within_continent,as_coded,climate,events_minus_spd,1,0,TRUE
618,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,1,0,TRUE
619,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,1,0,TRUE
620,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,1,0,TRUE
621,climate_zone_within_continent,as_coded,human,events_minus_spd,1,0,TRUE
622,climate_zone_within_continent,observed_events_only,human,events_minus_spd,1,0,TRUE
623,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,1,0,TRUE
624,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,1,0,TRUE
625,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,1,0,TRUE
626,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,1,0,TRUE
627,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,1,0,TRUE
628,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,1,0,TRUE
629,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,1,0,TRUE
630,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,1,0,TRUE
631,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,1,0,TRUE
632,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,1,0,TRUE
633,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,1,0,TRUE
634,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,1,0,TRUE
635,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,1,0,TRUE
636,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,1,0,TRUE
637,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,1,0,TRUE
638,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,1,0,TRUE
639,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,1,0,TRUE
640,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,1,0,TRUE
641,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,1,0,TRUE
642,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,1,0,TRUE
