sensitivity_type,omitted_group,distance_km,repetition,aggregation_level,profile,importance_balance,n_records,n_strata,weight_sum,region,climatezone,ranking,baseline_balance,absolute_deviation
thinning,NA,250,2,region_climatezone,signed,-0.7646891607959462,21,1,8.091,Asia,Cold_Dry_Winter,climate,-0.7646891607959462,0
thinning,NA,250,2,region_climatezone,signed,-0.8277339642481598,9,1,3.8040000000000003,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.8277339642481598,0
thinning,NA,250,2,region_climatezone,signed,0.009259259259259203,1,1,0.216,Asia,Cold_Without_dry_season_Hot_Summer,human,0.009259259259259203,0
thinning,NA,250,2,region_climatezone,signed,-0.7877854846895619,16,1,5.911,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.7877854846895619,0
thinning,NA,250,2,region_climatezone,signed,-0.6596424384525206,10,1,3.412,Asia,Polar,climate,-0.6596424384525206,0
thinning,NA,250,2,region_climatezone,signed,-0.930811232449298,4,1,1.282,Asia,Temperate_Dry_Summer,climate,-1.0125202374527793,0.08170900500348133
thinning,NA,250,2,region_climatezone,signed,-0.04862765406525116,5,1,1.931,Asia,Temperate_Dry_Winter,climate,0.007591504744690476,0.05621915880994163
thinning,NA,250,2,region_climatezone,signed,-0.781316660536962,6,1,2.719,Asia,Temperate_Without_dry_season,climate,-0.8193251533742331,0.038008492837271035
thinning,NA,250,2,region_climatezone,signed,-1.0722855935783693,7,1,2.367,Europe,Arid,climate,-1.0722855935783693,0
thinning,NA,250,2,region_climatezone,signed,-0.6625,3,1,1.552,Europe,Cold_Dry_Summer,climate,-0.6625,0
thinning,NA,250,2,region_climatezone,signed,-0.7164141257962768,47,1,16.169,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.6500885065681189,0.06632561922815794
thinning,NA,250,2,region_climatezone,signed,-0.6403080280330689,73,1,23.829,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.6510013065175951,0.01069327848452628
thinning,NA,250,2,region_climatezone,signed,-0.7144902234636872,13,1,5.728,Europe,Polar,climate,-0.6662854349951124,0.04820478846857479
thinning,NA,250,2,region_climatezone,signed,-0.7218972115910334,11,1,3.658,Europe,Temperate_Dry_Summer,climate,-0.6676690029391815,0.05422820865185185
thinning,NA,250,2,region_climatezone,signed,-0.47746263327041777,51,1,19.603,Europe,Temperate_Without_dry_season,climate,-0.33982598208132325,0.13763665118909452
thinning,NA,250,2,region_climatezone,signed,-0.4712699514226232,5,1,1.441,Latin America,Arid,climate,-0.4712699514226232,0
thinning,NA,250,2,region_climatezone,signed,-0.8982222222222221,2,1,0.675,Latin America,Cold_Dry_Summer,climate,-0.8982222222222221,0
thinning,NA,250,2,region_climatezone,signed,-0.6501505117399157,20,1,8.305,Latin America,Polar,climate,-0.6357290420789389,0.014421469660976793
thinning,NA,250,2,region_climatezone,signed,-0.9435351882160393,6,1,1.833,Latin America,Temperate_Dry_Summer,climate,-1.0068210526315788,0.06328586441553952
thinning,NA,250,2,region_climatezone,signed,-0.47911646586345374,2,1,0.7470000000000001,Latin America,Temperate_Dry_Winter,climate,-0.47911646586345374,0
thinning,NA,250,2,region_climatezone,signed,-0.4559816590245936,14,1,4.798,Latin America,Temperate_Without_dry_season,climate,-0.48046263345195733,0.024480974427363744
thinning,NA,250,2,region_climatezone,signed,-0.45729292233511276,14,1,5.807,Latin America,Tropical,climate,-0.4130089058524173,0.044284016482695476
thinning,NA,250,2,region_climatezone,signed,-0.3243182386790093,14,1,3.997,North America,Arid,climate,-0.267926267281106,0.05639197139790325
thinning,NA,250,2,region_climatezone,signed,-0.259765625,34,1,12.032,North America,Cold_Dry_Summer,climate,-0.4033738838616887,0.1436082588616887
thinning,NA,250,2,region_climatezone,signed,-0.6100260071121489,97,1,37.682,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.6006827527348902,0.009343254377258692
thinning,NA,250,2,region_climatezone,signed,-0.49428809325562034,30,1,12.01,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.44745168770935323,0.04683640554626711
thinning,NA,250,2,region_climatezone,signed,-0.35003985218462436,103,1,41.403,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.40774893935612677,0.057709087171502416
thinning,NA,250,2,region_climatezone,signed,-0.754499897729597,29,1,9.778,North America,Polar,climate,-0.7375564516129032,0.01694344611669385
thinning,NA,250,2,region_climatezone,signed,-0.38986254295532646,12,1,3.492,North America,Temperate_Dry_Summer,climate,-0.4226583407671722,0.03279579781184572
thinning,NA,250,2,region_climatezone,signed,-0.24324205335916177,34,1,11.357,North America,Temperate_Without_dry_season,climate,-0.22972326341813543,0.013518789941026343
thinning,NA,250,2,region_climatezone,signed,-0.5156521739130435,1,1,0.345,Oceania,Arid,climate,-0.5156521739130435,0
thinning,NA,250,2,region_climatezone,signed,-2.968421052631579,1,1,0.019,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-2.968421052631579,0
thinning,NA,250,2,region_climatezone,signed,-0.6820143884892086,1,1,0.139,Oceania,Temperate_Dry_Summer,climate,-0.6820143884892086,0
thinning,NA,250,2,region_climatezone,signed,-0.31022727272727274,1,1,0.264,Oceania,Temperate_Dry_Winter,climate,-0.31022727272727274,0
thinning,NA,250,2,region_climatezone,signed,-0.36008415990381726,15,1,6.654,Oceania,Temperate_Without_dry_season,climate,-0.3824903066619669,0.022406146758149614
thinning,NA,250,2,region_climatezone,signed,-0.34243818286371475,4,1,1.7389999999999999,Oceania,Tropical,climate,-0.34243818286371475,0
thinning,NA,250,2,overall,zero_truncated,-0.5236417222864468,739,38,276.4604,All,All,climate,-0.5124720067291967,0.011169715557250104
thinning,NA,250,2,region,zero_truncated,-0.6896656664628337,95,10,35.1595,Asia,All,climate,-0.6912613828177492,0.0015957163549155107
thinning,NA,250,2,region,zero_truncated,-0.6094575193387487,205,7,74.3197,Europe,All,climate,-0.5570673848516587,0.05239013448708996
thinning,NA,250,2,region,zero_truncated,-0.5438878819425723,63,7,24.1103,Latin America,All,climate,-0.5415668934998014,0.002320988442770955
thinning,NA,250,2,region,zero_truncated,-0.4409560853161914,353,8,133.5362,North America,All,climate,-0.45752601614291005,0.01656993082671865
thinning,NA,250,2,region,zero_truncated,-0.3456243907142168,23,6,9.3347,Oceania,All,climate,-0.36356574499800554,0.017941354283788735
thinning,NA,250,2,region_climatezone,zero_truncated,-0.5570161025303976,19,1,6.086,Asia,Arid,climate,-0.5570161025303976,0
thinning,NA,250,2,region_climatezone,zero_truncated,-1,4,1,1.4558,Asia,Cold_Dry_Summer,climate,-1,0
thinning,NA,250,2,region_climatezone,zero_truncated,-0.7403908278577612,21,1,8.2031,Asia,Cold_Dry_Winter,climate,-0.7403908278577612,0
thinning,NA,250,2,region_climatezone,zero_truncated,-0.8109825987287694,9,1,3.8388,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.8109825987287694,0
thinning,NA,250,2,region_climatezone,zero_truncated,0.009276437847866362,1,1,0.21560000000000001,Asia,Cold_Without_dry_season_Hot_Summer,human,0.009276437847866362,0
thinning,NA,250,2,region_climatezone,zero_truncated,-0.7848278656693738,16,1,5.9227,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.7848278656693738,0
thinning,NA,250,2,region_climatezone,zero_truncated,-0.6312894213876328,10,1,3.4721,Asia,Polar,climate,-0.6312894213876328,0
thinning,NA,250,2,region_climatezone,zero_truncated,-0.8832749961954041,4,1,1.3142,Asia,Temperate_Dry_Summer,climate,-0.9209767154337524,0.03770171923834831
thinning,NA,250,2,region_climatezone,zero_truncated,-0.04862010045047376,5,1,1.9313000000000002,Asia,Temperate_Dry_Winter,climate,0.007591504744690476,0.05621160519516424
thinning,NA,250,2,region_climatezone,zero_truncated,-0.7805066362733925,6,1,2.7199,Asia,Temperate_Without_dry_season,climate,-0.8170899843745213,0.03658334810112884
thinning,NA,250,2,region_climatezone,zero_truncated,-0.9838213881248988,7,1,2.4724,Europe,Arid,climate,-0.9838213881248988,0
thinning,NA,250,2,region_climatezone,zero_truncated,-0.6401194940570774,3,1,1.5733000000000001,Europe,Cold_Dry_Summer,climate,-0.6401194940570774,0
thinning,NA,250,2,region_climatezone,zero_truncated,-0.6626624407604235,47,1,16.6907,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.6171081785201237,0.04555426224029979
thinning,NA,250,2,region_climatezone,zero_truncated,-0.6042181591999083,73,1,24.4372,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.6210554945342329,0.016837335334324632
thinning,NA,250,2,region_climatezone,zero_truncated,-0.7144153894494292,13,1,5.7286,Europe,Polar,climate,-0.663897788468093,0.050517600981336175
thinning,NA,250,2,region_climatezone,zero_truncated,-0.7184010357663052,11,1,3.7074,Europe,Temperate_Dry_Summer,climate,-0.6694046988164635,0.048996336949841734
thinning,NA,250,2,region_climatezone,zero_truncated,-0.47049482245143354,51,1,19.7101,Europe,Temperate_Without_dry_season,climate,-0.3337292229334277,0.13676559951800582
thinning,NA,250,2,region_climatezone,zero_truncated,-0.42961165048543687,5,1,1.4832,Latin America,Arid,climate,-0.42961165048543687,0
thinning,NA,250,2,region_climatezone,zero_truncated,-0.8991546789262939,2,1,0.6743,Latin America,Cold_Dry_Summer,climate,-0.8991546789262939,0
thinning,NA,250,2,region_climatezone,zero_truncated,-0.633812555134349,20,1,8.3886,Latin America,Polar,climate,-0.6210712323158315,0.012741322818517475
thinning,NA,250,2,region_climatezone,zero_truncated,-0.8120962409074725,6,1,1.9659,Latin America,Temperate_Dry_Summer,climate,-0.8561358414144956,0.04403960050702316
thinning,NA,250,2,region_climatezone,zero_truncated,-0.47918061320123173,2,1,0.7469,Latin America,Temperate_Dry_Winter,climate,-0.47918061320123173,0
thinning,NA,250,2,region_climatezone,zero_truncated,-0.4218667317946839,14,1,4.9134,Latin America,Temperate_Without_dry_season,climate,-0.4435307588216925,0.021664027027008592
thinning,NA,250,2,region_climatezone,zero_truncated,-0.4253620747726508,14,1,5.938,Latin America,Tropical,climate,-0.38438050133200397,0.040981573440646846
thinning,NA,250,2,region_climatezone,zero_truncated,-0.3244646176875347,14,1,4.1419,North America,Arid,climate,-0.27049545535555164,0.05396916233198307
thinning,NA,250,2,region_climatezone,zero_truncated,-0.25473234109037085,34,1,12.161,North America,Cold_Dry_Summer,climate,-0.39664950443308206,0.1419171633427112
thinning,NA,250,2,region_climatezone,zero_truncated,-0.5968064915848857,97,1,38.2526,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.5846148555971161,0.012191635987769622
thinning,NA,250,2,region_climatezone,zero_truncated,-0.47057474277475586,30,1,12.2072,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.4288192331101643,0.04175550966459157
thinning,NA,250,2,region_climatezone,zero_truncated,-0.34621832213751075,103,1,41.6971,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.40324746733790584,0.05702914520039509
thinning,NA,250,2,region_climatezone,zero_truncated,-0.726629565147383,29,1,9.9367,North America,Polar,climate,-0.7125939819745354,0.014035583172847588
thinning,NA,250,2,region_climatezone,zero_truncated,-0.3932917272235046,12,1,3.5091,North America,Temperate_Dry_Summer,climate,-0.4251882789416391,0.03189655171813449
thinning,NA,250,2,region_climatezone,zero_truncated,-0.2434440183653466,34,1,11.6306,North America,Temperate_Without_dry_season,climate,-0.23019527652467106,0.013248741840675538
thinning,NA,250,2,region_climatezone,zero_truncated,-0.5152041702867072,1,1,0.3453,Oceania,Arid,climate,-0.5152041702867072,0
thinning,NA,250,2,region_climatezone,zero_truncated,-1,1,1,0.0375,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-1,0
thinning,NA,250,2,region_climatezone,zero_truncated,-0.6839826839826839,1,1,0.1386,Oceania,Temperate_Dry_Summer,climate,-0.6839826839826839,0
thinning,NA,250,2,region_climatezone,zero_truncated,-0.3098751418842225,1,1,0.2643,Oceania,Temperate_Dry_Winter,climate,-0.3098751418842225,0
thinning,NA,250,2,region_climatezone,zero_truncated,-0.3352220746643057,15,1,6.777,Oceania,Temperate_Without_dry_season,climate,-0.37249783923941227,0.03727576457510656
thinning,NA,250,2,region_climatezone,zero_truncated,-0.31738148984198644,4,1,1.772,Oceania,Tropical,climate,-0.31738148984198644,0
thinning,NA,250,3,overall,signed,-0.5445247302323869,741,37,271.53,All,All,climate,-0.5285855289613305,0.015939201271056413
thinning,NA,250,3,region,signed,-0.7104698505156171,93,9,33.649,Asia,All,climate,-0.7139507847316411,0.003480934216024023
thinning,NA,250,3,region,signed,-0.5969689094365948,204,7,73.109,Europe,All,climate,-0.5782751009177085,0.018693808518886246
thinning,NA,250,3,region,signed,-0.5746233586731168,60,7,21.705000000000002,Latin America,All,climate,-0.5761872224120259,0.0015638637389091548
thinning,NA,250,3,region,signed,-0.4734541384317522,358,8,132.224,North America,All,climate,-0.4670971615124708,0.006356976919281387
thinning,NA,250,3,region,signed,-0.4823572811952412,26,6,10.843,Oceania,All,climate,-0.37655536529680367,0.10580191589843752
thinning,NA,250,3,region_climatezone,signed,-0.5800100033344447,19,1,5.998,Asia,Arid,climate,-0.5800100033344447,0
thinning,NA,250,3,region_climatezone,signed,-1.126734842951059,4,1,1.369,Asia,Cold_Dry_Summer,climate,-1.126734842951059,0
thinning,NA,250,3,region_climatezone,signed,-0.7454739938494451,20,1,7.479,Asia,Cold_Dry_Winter,climate,-0.7646891607959462,0.01921516694650105
thinning,NA,250,3,region_climatezone,signed,-0.8340000000000001,7,1,2.8,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.8277339642481598,0.00626603575184026
thinning,NA,250,3,region_climatezone,signed,-0.7877854846895619,16,1,5.911,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.7877854846895619,0
thinning,NA,250,3,region_climatezone,signed,-0.6596424384525206,10,1,3.412,Asia,Polar,climate,-0.6596424384525206,0
thinning,NA,250,3,region_climatezone,signed,-1.0125202374527793,5,1,1.853,Asia,Temperate_Dry_Summer,climate,-1.0125202374527793,0
thinning,NA,250,3,region_climatezone,signed,0.007591504744690476,6,1,2.213,Asia,Temperate_Dry_Winter,human,0.007591504744690476,0
thinning,NA,250,3,region_climatezone,signed,-0.8446442234123949,6,1,2.614,Asia,Temperate_Without_dry_season,climate,-0.8193251533742331,0.025319070038161806
thinning,NA,250,3,region_climatezone,signed,-1.0577368195456491,6,1,2.333,Europe,Arid,climate,-1.0722855935783693,0.014548774032720146
thinning,NA,250,3,region_climatezone,signed,-0.6625,3,1,1.552,Europe,Cold_Dry_Summer,climate,-0.6625,0
thinning,NA,250,3,region_climatezone,signed,-0.6679842407802105,44,1,15.483,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.6500885065681189,0.017895734212091563
thinning,NA,250,3,region_climatezone,signed,-0.6277479720159663,73,1,23.299,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.6510013065175951,0.02325333450162881
thinning,NA,250,3,region_climatezone,signed,-0.6948377071823204,15,1,5.792,Europe,Polar,climate,-0.6662854349951124,0.028552272187208017
thinning,NA,250,3,region_climatezone,signed,-0.754607977991747,11,1,3.635,Europe,Temperate_Dry_Summer,climate,-0.6676690029391815,0.08693897505256543
thinning,NA,250,3,region_climatezone,signed,-0.4002902688555794,52,1,21.015,Europe,Temperate_Without_dry_season,climate,-0.33982598208132325,0.06046428677425614
thinning,NA,250,3,region_climatezone,signed,-0.4712699514226232,5,1,1.441,Latin America,Arid,climate,-0.4712699514226232,0
thinning,NA,250,3,region_climatezone,signed,-0.8982222222222221,2,1,0.675,Latin America,Cold_Dry_Summer,climate,-0.8982222222222221,0
thinning,NA,250,3,region_climatezone,signed,-0.6451323463436518,17,1,6.687,Latin America,Polar,climate,-0.6357290420789389,0.00940330426471292
thinning,NA,250,3,region_climatezone,signed,-0.9153846153846154,6,1,1.846,Latin America,Temperate_Dry_Summer,climate,-1.0068210526315788,0.09143643724696349
thinning,NA,250,3,region_climatezone,signed,-0.47911646586345374,2,1,0.7470000000000001,Latin America,Temperate_Dry_Winter,climate,-0.47911646586345374,0
thinning,NA,250,3,region_climatezone,signed,-0.4766410748560461,15,1,5.21,Latin America,Temperate_Without_dry_season,climate,-0.48046263345195733,0.003821558595911212
thinning,NA,250,3,region_climatezone,signed,-0.4592665228476172,13,1,5.099,Latin America,Tropical,climate,-0.4130089058524173,0.046257616995199924
thinning,NA,250,3,region_climatezone,signed,-0.23008565310492501,14,1,3.736,North America,Arid,climate,-0.267926267281106,0.03784061417618101
thinning,NA,250,3,region_climatezone,signed,-0.37667723835081723,33,1,12.297,North America,Cold_Dry_Summer,climate,-0.4033738838616887,0.026696645510871475
thinning,NA,250,3,region_climatezone,signed,-0.6014520073364581,103,1,39.256,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.6006827527348902,7.692546015678481e-4
thinning,NA,250,3,region_climatezone,signed,-0.49770718232044203,28,1,10.86,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.44745168770935323,0.0502554946110888
thinning,NA,250,3,region_climatezone,signed,-0.38826596471689995,101,1,39.509,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.40774893935612677,0.019482974639226824
thinning,NA,250,3,region_climatezone,signed,-0.7647216993815542,31,1,11.157,North America,Polar,climate,-0.7375564516129032,0.027165247768651035
thinning,NA,250,3,region_climatezone,signed,-0.4038123167155426,12,1,3.069,North America,Temperate_Dry_Summer,climate,-0.4226583407671722,0.018846024051629606
thinning,NA,250,3,region_climatezone,signed,-0.24176661264181523,36,1,12.34,North America,Temperate_Without_dry_season,climate,-0.22972326341813543,0.012043349223679806
thinning,NA,250,3,region_climatezone,signed,-0.5156521739130435,1,1,0.345,Oceania,Arid,climate,-0.5156521739130435,0
thinning,NA,250,3,region_climatezone,signed,-2.968421052631579,1,1,0.019,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-2.968421052631579,0
thinning,NA,250,3,region_climatezone,signed,-0.6820143884892086,1,1,0.139,Oceania,Temperate_Dry_Summer,climate,-0.6820143884892086,0
thinning,NA,250,3,region_climatezone,signed,-0.31022727272727274,1,1,0.264,Oceania,Temperate_Dry_Winter,climate,-0.31022727272727274,0
thinning,NA,250,3,region_climatezone,signed,-0.459243553008596,19,1,8.725,Oceania,Temperate_Without_dry_season,climate,-0.3824903066619669,0.07675324634662911
thinning,NA,250,3,region_climatezone,signed,-0.6012583271650629,3,1,1.351,Oceania,Tropical,climate,-0.34243818286371475,0.25882014430134814
thinning,NA,250,3,overall,zero_truncated,-0.5269133982138037,741,37,275.6248,All,All,climate,-0.5124720067291967,0.014441391484606991
thinning,NA,250,3,region,zero_truncated,-0.6861646809296003,93,9,34.1351,Asia,All,climate,-0.6912613828177492,0.0050967018881489246
thinning,NA,250,3,region,zero_truncated,-0.5763083275832327,204,7,74.2016,Europe,All,climate,-0.5570673848516587,0.01924094273157395
