dataset_id,long,lat,depositionalenvironment,region,ecozone_koppen_5,pollen_percentage,n_taxa_harmonised_per_sequence,n_sample_filtered_per_sequence,n_chron_control_filtered_per_sequence,max_pol_counts_per_sequence,min_pol_counts_per_sequence,mean_pol_counts_per_sequence,max_chronology_age_per_sequence,min_chronology_age_per_sequence,mean_chronology_age_per_sequence,max_chronology_age_error_per_sequence,min_chronology_age_error_per_sequence,mean_chronology_age_error_per_sequence,max_calibrated_age_per_sequence,min_calibrated_age_per_sequence,mean_calibrated_age_per_sequence,calibrated_age_range_per_sequence,max_calibrated_age_uncertainty_per_sequence,min_calibrated_age_uncertainty_per_sequence,mean_calibrated_age_uncertainty_per_sequence
17296,-113.6522,42.3189,Cirque Lake,North America,Cold,FALSE,54,24,6,572,474,508,12700,-29,6853,2900,80,586.67,11741,17,4856.12,11724,1613.54,125.51,954.5
19266,-171.61263,63.63742,Palustrine,North America,Polar,FALSE,31,28,8,427,58,237,10750,-41,5549.25,290,1,85.12,10355,-41,5551.62,10396,1405.14,2,459.79
15872,-130.94579,54.475,Glacial Origin Lake,North America,Temperate,FALSE,21,19,9,356,200,295,12385,-51,8958.78,100,30,55,11973,4,7513.26,11969,2033.82,120.05,1261.46
537,-68.04167,-16.35,Mire,Latin America,Polar,FALSE,24,38,6,749,66,267,9385,300,4722.5,205,60,139.17,11703.5,49,3917.97,11654.5,2141.74,200,677.83
47011,-79.15958,-4.04586,Natural Lake,Latin America,Temperate,FALSE,68,32,4,481,275,340,10636,0,4814.25,52,38,47,11893,3,3517.47,11890,2180,82,1105.59
14951,-112.14744,36.3709,Solution Origin Lake,North America,Cold,FALSE,40,32,6,558,332,413,11560,-45,6949.17,70,1,51.83,11649,140,6151.36,11509,987.09,104.53,679.09
17873,-71.4288,-41.75184,Fen,Latin America,Temperate,FALSE,69,74,13,6737,224,628,14150,-47,6936.38,110,1,68.92,11742.5,-47,5708.33,11789.5,1254.65,2,582.1
15420,-129.83681,58.89001,Cirque Lake,North America,Polar,FALSE,18,29,5,335,41,173,9500,-48,4277.4,130,45,81,11098.5,200.5,4989.76,10898,1358.36,277.52,821.26
3138,-92.71694,46.41694,Kettle Lake,North America,Cold,FALSE,57,83,3,419,281,305,7210,0,3710,120,20,73.33,9660,48.5,4302.8,9611.5,5313.57,302.55,1582.31
1691,-70.97639,47.59722,Bog,North America,Cold,FALSE,40,21,3,1289,201,630,8095,0,3983.33,155,1,82,10966.5,308,5395.33,10658.5,6293.61,734.65,2339.16
22660,10.27778,46.77611,Mire,Europe,Cold,FALSE,53,77,6,1289,75,404,7160,-8,2837,250,80,121.67,10123.5,105.5,5586.76,10018,4122.19,181.55,1429.19
4148,21.58611,40.6125,Natural Lake (Origin Unknown),Europe,Temperate,FALSE,94,20,3,1696,515,1079,8020,0,3718.33,250,70,131.67,9148,120.5,3299.38,9027.5,3205.34,304.02,1070.28
206,-128.08333,64.65,Moraine Dammed Lake,North America,Polar,FALSE,28,56,5,510,196,428,12060,0,5098,400,40,188,11864,2,5823.2,11862,2300.99,72,1302.62
1105,-76.6,44.51667,Glacial Origin Lake,North America,Cold,FALSE,52,191,8,1159,301,1000,9415,0,4773.12,100,1,83.88,11510,0,5448.42,11510,1699.7,2,472.69
1524,-87.455,45.66667,Glacial Origin Lake,North America,Cold,FALSE,41,31,4,555,100,376,9470,-30,4566.25,560,1,302.75,11398,21,4545.79,11377,3812.64,200.39,1244.43
2652,-118.36667,52.73333,Lacustrine,North America,Polar,FALSE,18,25,5,1089,367,502,9660,0,5566,560,1,184.2,11598.5,340,7128.8,11258.5,2098.64,101.02,904.93
21766,-72.39226,6.47733,Fen,Latin America,Polar,FALSE,54,19,3,559,119,372,20840,-17,11217.67,140,1,73.67,11527,496,7130.24,11031,5146.46,1970.36,4764.55
47590,14.39575,37.90121,Natural Lake,Europe,Temperate,FALSE,103,111,13,9260,2920,4583,9070,-56,5240.69,80,1,41.23,10277.5,-50,6052.88,10327.5,765.6,43.11,265.24
48072,15.86933,49.63707,Bog,Europe,Cold,FALSE,80,70,16,7383,2883,3223,11990,-65,5320,60,5,37.19,11904.5,-64,5310.91,11968.5,392.15,8.5,162.12
20872,-145.40886,66.06742,Glacial Scour Lake,North America,Cold,FALSE,28,44,42,353,89,304,9345,-57,1658.67,60,1,15.88,9026,-45,4079.47,9071,1436.14,1.5,512.76
209,-70.68472,47.48167,Natural Lake,North America,Cold,FALSE,52,25,7,1269,371,676,10710,0,4929.29,245,1,167.29,11880,0,7723.26,11880,1227.16,2,758.85
2065,-101.55238,48.00267,Kettle Lake,North America,Cold,FALSE,58,88,11,818,358,494,10660,-30,5300,280,5,139.09,10400.5,-30,3641.57,10430.5,698.52,10.01,372.35
25318,4.03528,47.2275,Bog,Europe,Temperate,FALSE,87,41,6,2094,303,974,10550,-55,3914,164,50,120,11636,-31,3107.45,11667,3027.32,63,684
4485,22.83333,42.36667,Marsh,Europe,Cold,FALSE,63,30,7,353,111,232,8000,0,3688.57,110,1,58,8927,837.5,3782.32,8089.5,698.51,157.58,425.48
969,-86.13417,31.72111,Lacustrine,North America,Temperate,FALSE,66,19,6,536,337,394,33000,0,12382.5,1000,30,271.67,8974,0,2865.79,8974,1832.26,55.51,954.8
1674,-75.25,-11.75,Moraine Dammed Lake,Latin America,Polar,FALSE,60,17,3,403,58,254,9820,0,4638.33,130,30,73.33,11704,1,6185.62,11703,4488.96,60.52,1728.11
20372,-150.84949,60.7794,Poor Fen,North America,Cold,FALSE,25,47,8,539,288,337,14208,142,9252.75,430,124,209.75,11590,3.5,6606.39,11586.5,1778.12,181.07,978.31
41543,12.65,37.6,Natural Lake,Europe,Temperate,FALSE,130,87,10,6057,2187,4073,8690,200,4669.5,80,30,44.5,10002.5,69,5122.67,9933.5,1113.93,86.53,337.03
41469,7.66823,47.16969,Glacial Origin Lake,Europe,Cold,FALSE,120,77,17,16390,5137,8716,15400,445,7535.24,200,25,67.94,11998,241,3702.62,11757,623.74,35.02,241.63
1773,-68.63917,44.6275,Lacustrine,North America,Cold,FALSE,53,19,12,1334,247,533,13510,0,6057.08,1000,20,197.92,11838.5,-1,5270.58,11839.5,1498.64,40.51,593.48
254,-77.91667,42.25,Mire,North America,Cold,FALSE,58,28,7,524,312,365,12565,0,6030.14,115,20,60.14,11782.5,116,3595.09,11666.5,2052.12,120,782.37
1693,-117.61667,52.73333,Kettle Lake,North America,Cold,FALSE,15,42,3,445,289,348,7560,0,3653.33,880,1,310.33,10058.5,0,5074.13,10058.5,4337.99,2,1815.63
45188,-6.20972,40.54667,Mire,Europe,Temperate,FALSE,84,109,9,863,222,481,10540,-6,5734.89,195,1,99,10700.5,-59,5413.31,10759.5,1066.32,27,410.58
1981,-64.8,47.075,Mire,North America,Cold,FALSE,39,97,23,802,93,451,10760,0,4806.09,360,1,226.13,11926.5,0,5185.52,11926.5,702.12,2,386.06
4279,-3.4325,56.9975,Soligenous Mire,Europe,Temperate,FALSE,57,20,9,631,171,434,12595,-25,7524.44,210,30,101.67,11962,-13,5423,11975,631.11,76.51,354.34
22759,19.34039,52.58302,Lacustrine,Europe,Cold,FALSE,109,235,277,3010,306,1290,12812,-36,7166.9,128,1,71.7,11978,-37,6212.61,12015,94.01,1.5,57.85
2882,-135.65556,66.05,Moraine Dammed Lake,North America,Cold,FALSE,26,17,5,708,91,283,11913,-28,7808.4,803,1,550.2,11848,-28,8131.21,11876,2139.45,2,1187.58
1577,-6.14159,43.03849,Cirque Lake,Europe,Temperate,FALSE,57,55,7,357,285,312,11583,-31,5828.14,360,25,195,11888,7,4493.95,11881,1253.22,164.01,898.71
20515,-74.6445,41.09362,Solution Origin Lake,North America,Cold,FALSE,33,82,5,373,118,297,11265,1272,6139.6,102,25,72.8,11939,440.5,5715.88,11498.5,1479.85,66.5,949.35
2265,-65.26694,48.05194,Natural Lake,North America,Cold,FALSE,44,25,5,770,402,524,9800,0,5182,110,1,70.2,11970,504,6442.38,11466,2562.17,172.52,949.54
2925,-117.08333,52.78333,Bog,North America,Polar,FALSE,19,35,4,839,516,622,6730,0,3572.5,800,1,322.75,9134.5,0,5274.86,9134.5,4291.97,1.5,1767.61
17334,-6.38992,52.99702,Natural Lake,Europe,Temperate,FALSE,82,120,11,1420,514,864,24375,-45,8017.18,240,1,135.27,11933,-45,3835.38,11978,1098.34,2,395.99
47005,-6.38992,52.99702,Natural Lake,Europe,Temperate,FALSE,82,121,11,1420,514,861,24375,-45,8017.18,240,1,135.27,12000,-45,3900.74,12045,806.47,2,374.18
40799,-71.96321,42.07833,Natural Lake,North America,Cold,FALSE,71,128,15,770,306,567,13910,-51,6147.8,75,1,47.47,11935.5,-48,5245.47,11983.5,791.05,12.01,328.09
41585,-124.60509,58.39351,Glacial Origin Lake,North America,Polar,FALSE,26,43,5,530,298,385,10630,-48,5764.4,90,1,60.2,11678,-48,5319.26,11726,1319.08,2,761.61
15302,-89.5975,43.79768,Kettle Lake,North America,Cold,FALSE,48,85,7,550,211,292,11600,-54,5070.86,320,2,97.43,11705.5,-54,3936.44,11759.5,944.16,4,501.58
40854,-72.7028,42.1747,Natural Lake,North America,Cold,FALSE,58,84,13,618,305,518,12400,-52,5283.92,60,1,35.15,11597,-52,3830.46,11649,721.65,2,331.11
2615,-122.56279,49.31934,Lacustrine,North America,Cold,FALSE,33,58,7,1182,434,768,11230,-23,6117.43,460,12,230.29,11911.5,42,5810.01,11869.5,1192.34,165.17,720.13
14884,-114.26438,45.8906,Cirque Lake,North America,Cold,FALSE,34,35,15,550,315,418,13155,-47,5637.2,411,1,135.07,11973,-39,5345.54,12012,699.05,2,396.12
856,-84.93,48.21,Lacustrine,North America,Cold,FALSE,41,38,3,301,290,300,7260,-30,4390,140,10,90,9578.5,-8,5262.54,9586.5,3739.04,145.56,1794.63
12,13.41701,55.92856,Raised Bog,Europe,Cold,FALSE,39,135,22,1999,68,987,7320,-20,3480.23,240,50,171.36,9051,-10.5,5291.12,9061.5,1213.05,77.02,424.1
1820,-79.45,45.21667,Glacial Scour Lake,North America,Cold,FALSE,49,83,11,1216,741,1071,9920,-34,4924.18,130,1,82.82,11059,979,5689.51,10080,301.1,149.02,203.01
15929,-78,43,Marsh,North America,Cold,FALSE,45,32,33,1348,209,313,11450,-46,7454.36,185,50,89.7,11862.5,140,4243.8,11722.5,2059.64,174.53,557.96
41842,7.97395,46.39429,Mire,Europe,Polar,FALSE,83,61,12,2030,606,1422,9370,370,5766.67,70,30,50,11848,98,6179.34,11750,1319.26,95.03,412.08
45387,26.01389,59.45139,Lacustrine,Europe,Cold,FALSE,24,48,6,534,70,431,10617,0,5812.67,434,100,273,11420,25,5422.1,11395,2192.71,130.52,838.17
15142,-70.77813,41.92418,Swamp,North America,Cold,FALSE,57,28,8,554,309,400,11630,-43,7638.38,660,1,268.88,11878,83,6646.46,11795,1897.81,329.1,1016.83
852,-71.575,41.15833,Kettle Lake,North America,Temperate,FALSE,46,38,6,492,279,363,12400,-38,6628.67,240,19,166.5,11678,-36.5,4581.99,11714.5,1397.6,33.5,943.03
4269,14.77529,48.99944,Floodplain Mire,Europe,Cold,FALSE,59,82,5,2491,438,1027,9600,-26,6758.8,250,80,122,11152,385.5,6760.48,10766.5,2772.25,164.01,1416.35
25370,4.12278,47.31778,Bog,Europe,Temperate,FALSE,85,31,7,4107,480,1426,12879,-53,5752.29,240,50,116.14,11208,-31,3322.27,11239,1287.39,63.52,581.76
2068,-84.55833,54.30556,Lacustrine,North America,Cold,FALSE,36,52,3,363,299,325,6490,0,3120,140,20,83.33,9094.5,19.5,4974.63,9075,5466.45,128.55,1874.23
25221,2.33722,45.69639,Bog,Europe,Temperate,FALSE,54,36,4,387,121,264,10312,132,5241.5,290,124,175,10537.5,133.5,5472.29,10404,2089.19,236.5,1480.57
41018,-70.66628,41.4316,Natural Lake,North America,Temperate,FALSE,59,56,8,445,253,333,11500,-61,5696.12,90,1,47,11938,-41,5580.55,11979,890.04,91.01,493.07
21774,-127.0722,50.5725,Bog,North America,Temperate,FALSE,22,66,8,400,340,366,9220,-62,4493.5,40,1,30.12,10421,-25,4831.31,10446,696.51,83.52,407.38
4012,-1.09648,60.38736,Natural Lake,Europe,Temperate,FALSE,51,80,7,693,362,511,9350,-40,4679.29,100,50,80,10800,-23,5564.08,10823,1082.01,66.51,508.49
41241,-4.43026,55.09344,Lacustrine,Europe,Temperate,FALSE,54,66,9,2594,287,958,9280,-35,4852.11,80,10,64.44,11675.5,-35,4816.36,11710.5,1602.51,43.51,810.38
41499,-140.90574,67.90308,Bog,North America,Cold,FALSE,17,23,5,671,180,394,13365,-31,5916.8,210,1,123.2,11426.5,306.5,5117.93,11120,1664.11,198.57,1016.74
47564,-65.98614,-12.99739,Natural Lake,Latin America,Tropical,FALSE,141,46,8,1701,381,1140,7070,-50,3060,110,10,37.5,7945,-7,3031.93,7952,689.1,86.03,317.51
778,-112.1,57.76667,Glacial Origin Lake,North America,Cold,FALSE,37,41,3,365,335,349,10740,0,5993.33,300,41,167,11780.5,0,6518.38,11780.5,2335.46,70.01,1493.43
4320,23.95667,51.69667,Drained Lake,Europe,Cold,FALSE,29,42,8,317,162,214,9870,350,4966.25,50,50,50,11475,481,6530.56,10994,1592.7,120.06,739.22
1843,134.56667,43.25,Bog,Asia,Cold,FALSE,32,28,9,1230,406,736,40040,0,9620.67,900,35,256.89,9195,325.5,2425.77,8869.5,4559.45,123.05,577.46
547,-66.68333,0.26667,Lacustrine,Latin America,Tropical,FALSE,129,14,13,447,146,325,42010,0,24540.77,1300,40,451.54,11921,0,4690.96,11921,3550.41,74.01,2281.19
42566,8.63721,48.72783,Mire,Europe,Cold,FALSE,68,29,4,689,196,547,8365,0,3022.7,500,56,175.25,8730,827,2822.81,7903,2071.75,145,786.23
21938,-74.0088,5.21082,Lake Marginal Fen,Latin America,Polar,FALSE,62,45,6,650,206,352,5220,-32,3024.67,70,1,55.17,6161,19,3443.74,6142,634.11,149.51,384.53
2342,-74.46694,46.05778,Natural Lake,North America,Cold,FALSE,49,40,4,974,406,590,10170,0,5707.5,430,1,206.5,11784,61,6230.04,11723,2210.57,323.3,1422.27
3871,5.28333,45.79083,Bog,Europe,Temperate,FALSE,66,133,4,583,33,349,10110,-40,5087.5,240,50,135,11983.5,15,8730.86,11968.5,1943.77,219.95,1434.04
41228,-3.80472,51.12028,Mire,Europe,Temperate,FALSE,43,40,6,373,288,314,8165,-58,4739.5,135,45,80.83,8438,705,4486.5,7733,931.16,139.04,628.18
46659,-109.50237,44.93454,Glacial Scour Lake,North America,Polar,FALSE,24,39,14,847,601,629,16100,-61,9917.07,120,1,60.79,11922.5,-43,5571.06,11965.5,1211.06,148.5,686.61
24441,3.65,44.46667,Bog,Europe,Cold,FALSE,50,28,4,676,200,396,9460,-21,3589.5,498,50,289,9357,-11,4316.43,9368,1864.66,73.01,1147.52
40795,-70.79309,41.32761,Natural Lake,North America,Cold,FALSE,65,79,12,444,299,332,8860,-60,4764.17,40,1,29.25,9833,-50,3266.49,9883,697.56,78,377.95
21915,-76.52225,3.10116,Mire,Latin America,Tropical,FALSE,108,98,10,1362,42,933,13150,-47,4716.7,70,1,46.8,11941,-46,2968.37,11987,1649.45,3,354.15
14523,-9.72556,53.9498,Cirque Lake,Europe,Temperate,FALSE,44,28,5,802,238,573,12740,-36,7840.8,110,1,74.2,11747.5,-36,4914.18,11783.5,2781.2,2,1725.85
25344,4.04861,47.20333,Mire,Europe,Temperate,FALSE,92,93,10,2640,404,956,13087,-53,5651.4,246,50,136.2,11933.5,-27,4617.15,11960.5,2066.2,63,590.38
41502,-8.3499,55.0224,Glacial Origin Lake,Europe,Temperate,FALSE,51,86,6,647,360,505,11235,0,5842.5,100,10,62.5,11925,0,5249.33,11925,1362.22,21,770.05
772,-70.0018,41.9316,Lacustrine,North America,Cold,FALSE,37,37,7,697,296,430,11710,0,6457.14,120,50,85.71,11816,7,6107.39,11809,1367.36,85.5,770.99
46645,-107.38399,44.39092,Glacial Origin Lake,North America,Cold,FALSE,37,51,13,461,309,333,17050,-60,6211.54,130,1,36.23,11903,21,5896.47,11882,2134.73,40.5,864.42
3452,-90.35,45.3,Mire,North America,Cold,FALSE,49,25,3,350,244,313,6580,-29,3157,90,1,55.33,9442.5,-29,5651.26,9471.5,5971.81,2,2209.78
3910,-2.05,43.03333,Bog,Europe,Temperate,FALSE,59,60,4,586,72,367,6600,0,3865,250,60,117.5,8329.5,706,6295.1,7623.5,1925.56,193.71,1000.33
48735,13.40649,49.01398,Raised Bog,Europe,Cold,FALSE,68,140,7,681,182,349,11090,0,4914.29,30,5,24.29,11805,0,4916.07,11805,901.36,10,588.63
48614,-79.11153,-4.37461,Bog,Latin America,Temperate,FALSE,87,25,6,642,598,621,16778,-55,7000.33,137,1,62.17,11923.5,-55,3944.4,11978.5,1550.77,2,642.96
22352,13.83582,48.89954,Mire,Europe,Cold,FALSE,57,50,3,659,86,388,9180,-50,5100,60,1,37,10980,-50,5770.83,11030,3369.19,2.5,1907.7
15876,-119.96,35.935,Drained Lake,North America,Arid,FALSE,57,47,14,1069,266,370,27700,-38,16297.29,1000,80,275,11969,9,6786.76,11960,3189.85,128.04,1194.51
45710,7.53886,59.66874,Natural Lake,Europe,Cold,FALSE,52,48,6,1752,936,1181,10333,-46,5331.67,212,50,137,10375,-24.5,4822.85,10399.5,1137.15,66,637.89
17945,-132.95774,56.80046,Palustrine,North America,Cold,FALSE,24,29,13,770,612,657,10932,-55,5885.23,64,1,40.77,11879.5,-55,5991.22,11934.5,792,2,355.91
3875,7.575,46.725,Glacial Origin Lake,Europe,Cold,FALSE,56,18,4,1481,734,1049,12300,9510,10805,150,1,75.25,11942,6570,9455.97,5372,5453.54,277.21,3148.4
15719,-61.796,66.66,Glacial Scour Lake,North America,Polar,FALSE,29,27,9,268,104,206,14864,-45,7785.89,339,62,144.89,11965.5,46,4830.19,11919.5,1627.9,164.54,972.71
2955,-117.21667,52.24167,Bog,North America,Polar,FALSE,23,31,3,2065,204,614,6850,-30,2453.33,150,15,88.33,9346.5,2,4637.63,9344.5,3494.56,99.07,1741.62
22910,17.255,47.21583,Bog,Europe,Cold,FALSE,52,52,5,782,296,535,6230,-40,3904,90,50,68,8054.5,626,4704.25,7428.5,1377.66,163.5,680.89
16061,-122.4984,41.20586,Glacial Scour Lake,North America,Cold,FALSE,32,48,4,332,145,234,10180,-35,5376.25,150,4,91,11775,121,6933.1,11654,1661.24,443.26,1146
549,-69.4,54.88333,Natural Lake,North America,Cold,FALSE,37,24,5,652,286,499,5490,0,2630,150,1,96.2,8084,583,4778.67,7501,2593.71,264.05,899.77
45719,7.73221,58.53704,Natural Lake,Europe,Cold,FALSE,58,78,8,1576,300,1103,11037,-47,5643.5,284,50,189.75,11464,-24,5291.53,11488,1387.19,61.5,608.77
2610,-52.66667,47.61667,Glacial Scour Lake,North America,Cold,FALSE,38,52,5,1064,84,338,9270,-27,3600.6,400,14,194.8,10805,-41,6573.14,10846,2106.11,13.5,1047.09
20838,-111.57316,38.07195,Kettle Lake,North America,Cold,FALSE,29,53,17,519,297,362,7852,-57,1225.94,30,1,10.76,8236,-55,2651.59,8291,1254.05,2,329.04
24390,20.83333,38.86667,Lacustrine,Europe,Temperate,FALSE,108,124,14,1424,64,669,9867,1179,3822.14,220,40,110.14,9893,521.5,3749.11,9371.5,694.18,82.01,333.54
21319,-65.41466,48.70971,Glacial Origin Lake,North America,Cold,FALSE,36,24,9,659,313,484,9630,-44,4735.11,130,1,77.89,11229,-44,6158.21,11273,834.57,2,477.57
15740,-91.19975,46.30638,Kettle Lake,North America,Cold,FALSE,53,50,3,660,329,478,9230,-32,3671,130,1,62,10647,-24,4721,10671,2789.4,55.01,1542.69
16275,-91.37583,52.52949,Kettle Lake,North America,Cold,FALSE,28,76,3,287,217,240,7920,-30,3891.67,120,20,80,8955,-29,4015.29,8984,2047.86,37.51,1102.79
2303,-95.06667,72.58333,Glacial Origin Lake,North America,Polar,FALSE,28,18,8,416,288,332,7580,0,4567.5,320,40,142.5,9373.5,612.5,5429.86,8761,2108.14,252.54,667.52
1574,-84.75,41.41667,Glacial Origin Lake,North America,Cold,FALSE,49,47,6,555,292,393,11250,-36,5144,240,5,130.83,11620.5,-30,5273.01,11650.5,1767.96,37,973.74
2962,-114.15,59.25,Kettle Lake,North America,Cold,FALSE,35,27,5,1601,212,587,10200,-30,5104,490,15,145,11807,-31,7971.24,11838,1349.16,31,970.95
1780,-141.96667,60.03333,Mire,North America,Cold,FALSE,24,111,5,1836,218,385,10189,-30,5318.6,316,15,183.4,10665.5,-29,4955.79,10694.5,1885.18,30.01,947.53
22797,8.01139,46.23111,Valley Mire,Europe,Cold,FALSE,60,55,11,2997,790,1266,10100,-23,5838.36,250,35,97.64,11715,180.5,6832.76,11534.5,804.82,118,384.58
2318,-85.17917,46.13194,Lacustrine,North America,Cold,FALSE,31,29,6,993,561,685,8960,870,5243.33,215,55,110.83,10140,511,4375.86,9629,894.57,231.05,607.4
20,27.67406,69.12326,Glacial Origin Lake,Europe,Cold,FALSE,23,34,6,1046,284,781,8840,-25,4910.83,220,50,160,10773.5,-12,5672.07,10785.5,1480.04,73.5,657.19
26518,12.29357,47.65663,Raised Bog,Europe,Cold,FALSE,70,79,8,1895,551,1000,10780,-25,5650.62,230,50,116.25,11919,-8,6145.59,11927,1074.04,73.51,607.94
2919,-88.18475,42.35154,Mire,North America,Cold,FALSE,45,46,7,428,207,329,11070,10,5117.14,250,30,144.29,11988,107,5167.88,11881,1817.11,216.06,890.67
20758,-123.461,42.021,Cirque Lake,North America,Temperate,FALSE,39,40,24,422,294,332,11010,-49,2208.12,150,1,32.33,11852,-49,5647.45,11901,470.56,2,197.66
24097,17.19626,48.97602,Drained Lake,Europe,Cold,FALSE,84,41,6,1820,534,840,11995,-30,6817.5,250,100,131.67,11887,682.5,4576.17,11204.5,1125.34,176.21,874.3
501,-56.19639,50.03417,Glacial Scour Lake,North America,Cold,FALSE,44,72,7,412,34,316,9950,-34,4899.43,320,17,231,11969,-11,5706.73,11980,2262.14,142.51,758.54
1848,-77.41667,40.8,Lacustrine,North America,Cold,FALSE,43,18,3,579,290,316,12610,0,6336.67,140,20,78.33,11134,-2,4694.42,11136,2538.56,41,1943.97
45385,26.01389,59.45139,Lacustrine,Europe,Cold,FALSE,46,41,8,1492,1026,1111,12424,0,6543.12,278,100,174.88,11865.5,30,5775.01,11835.5,743.79,136.06,486.91
2908,-70.38333,-36.88333,Mire,Latin America,Cold,FALSE,40,18,4,554,103,298,10890,0,5992.5,240,1,105.25,11309.5,5,2663.22,11304.5,1085.1,23.56,912.87
22683,7.13333,44.23333,Bog,Europe,Cold,FALSE,76,39,6,1678,439,630,20930,-50,7504.67,250,35,93,11209,86.5,6869.9,11122.5,1049.59,80.03,631.22
17711,-105.05685,55.33061,Glacial Scour Lake,North America,Cold,FALSE,31,62,3,1434,150,448,8055,-29,3763.67,155,1,87,10398.5,-29,5307.11,10427.5,4458.81,2,1610.87
2023,-76.1,45.6,Glacial Scour Lake,North America,Cold,FALSE,42,62,5,683,284,395,10800,-30,6120,820,10,340,11721.5,-29,6419.31,11750.5,1667.66,20.5,1184.3
336,-130.65,61.68333,Glacial Origin Lake,North America,Cold,FALSE,40,58,13,682,109,375,10050,0,6145.38,220,1,112.38,11613,0,5084.15,11613,875.06,2,450.23
14525,-9.43662,54.03918,Kettle Lake,Europe,Temperate,FALSE,41,33,6,716,355,477,13730,-36,6116.5,70,1,42.67,11782,594,4266.05,11188,2099.7,50.01,1103.13
1667,-71.25139,44.24694,Glacial Origin Lake,North America,Cold,FALSE,54,25,6,622,228,393,12870,0,7099.17,740,1,293.5,11881,21,5707.42,11860,2453.9,144.56,1410.91
41491,24.13852,41.73356,Bog,Europe,Cold,FALSE,67,24,5,1451,383,922,8020,-40,3369,60,50,54,10938,-27,5464.4,10965,4267.67,61.51,1408.73
48621,-72.97522,-47.64356,Blanket Bog,Latin America,Temperate,FALSE,46,45,9,742,440,617,8720,-525,3255.89,50,1,31.78,9939.5,-52,4226.58,9991.5,1105.19,0,477.23
48889,-85.71733,46.44253,Kettle Lake,North America,Cold,FALSE,39,44,8,1494,1016,1079,8920,-50,3800.25,60,1,40.5,10112,630,4934.2,9482,808.19,113.52,435.15
45400,27.46167,59.17528,Lacustrine,Europe,Cold,FALSE,24,56,3,618,211,538,10222,0,3635,100,100,100,11888,679,6437.72,11209,3041.04,207.06,2299.36
805,-82.76,41.92,Natural Lake,North America,Cold,FALSE,50,30,4,678,341,418,12650,-19,7380.25,360,5,256.25,11728.5,30,6389.93,11698.5,2243.67,377.05,1900.02
22992,8.06769,46.71801,Natural Lake,Europe,Cold,FALSE,94,80,4,700,247,473,9635,-47,5600.75,95,1,60.25,11909,-37,6142.72,11946,2211.58,116.54,1442.03
15768,-123.581,45.822,Tectonic Origin Lake,North America,Temperate,FALSE,37,47,7,1258,429,699,7680,-50,3430.86,500,6,106,8496,-49,3295.39,8545,723.62,12.01,427.56
41911,-7.63611,40.36278,Open-water Transition Mire,Europe,Temperate,FALSE,69,78,5,2504,369,1122,8385,-30,3365,90,25,65,11282.5,-28.5,5011.74,11311,2976.29,43.51,967.86
22316,16.1175,50.58861,Bog,Europe,Cold,FALSE,54,26,5,839,287,554,7905,-49,3706,85,5,52.8,8936,-49,4060.19,8985,1189.65,9.5,651.47
219,-73.31111,45.54306,Natural Lake,North America,Cold,FALSE,39,41,5,1345,301,532,10250,0,5099,150,1,92.2,11934.5,0,5634.89,11934.5,1276.22,2,846.44
4364,19.80199,49.46655,Raised Bog,Europe,Cold,FALSE,74,76,8,3169,1038,1262,8800,-30,5102.5,160,50,100,10470,-16,5144.89,10486,945,71.54,555.85
21606,-71.70555,-13.09533,Glacial Origin Lake,Latin America,Arid,FALSE,66,16,4,445,297,354,13300,-56,5821,110,1,42.75,10908,-56,2612.19,10964,2406.96,2,1021.17
2586,-86.95833,46.47,Glacial Origin Lake,North America,Cold,FALSE,34,48,7,708,334,436,11060,-20,4738.57,360,1,165.86,11354.5,-20,4399.78,11374.5,1158.94,2,549.02
1438,14.53458,57.64055,Glacial Scour Lake,Europe,Cold,FALSE,53,31,13,1221,983,1113,12460,0,6256.15,250,120,170,11845.5,175.5,5723.79,11670,640.12,257.52,485.51
41614,-106.40741,39.15095,Kettle Lake,North America,Cold,FALSE,40,54,11,586,206,379,9770,-57,3829.73,78,10,34.82,10318,-60,4526.43,10378,1096.59,14.5,369.32
15138,-99.29758,49.44254,Kettle Lake,North America,Cold,FALSE,28,125,28,962,273,427,9940,-52,1848.41,140,1,44,9650.5,-51,4591.59,9701.5,341.11,2.5,197.89
24250,14.02583,49.37639,Mire,Europe,Cold,FALSE,49,22,3,1136,411,805,8212,-51,3189.67,227,50,147.33,10797.5,317,4919.34,10480.5,4634.81,346.02,2011.06
24414,3.08111,44.74444,Bog,Europe,Cold,FALSE,91,111,7,407,80,237,7832,-28,4187.86,738,50,390.71,10807.5,111,7706.54,10696.5,5763.27,216.17,2652.23
3493,-73.2945,41.80939,Kettle Lake,North America,Cold,FALSE,58,36,13,875,307,503,13490,1920,7240,150,70,92.31,11656,980,6243.19,10676,921.05,185,419.2
15855,-113.79265,46.95179,Fen,North America,Cold,FALSE,48,120,15,2134,256,1050,7627,-27,2415.67,150,1,61.93,8728,-27,4354.55,8755,2243.75,2,807.66
974,-98.25,53,Lacustrine,North America,Cold,FALSE,26,25,4,3159,234,1282,7220,0,4351.25,120,50,93.75,8473.5,360,5798.7,8113.5,1846.86,239.01,837.37
16054,-121.39227,40.40972,Explosion Crater Lake,North America,Cold,FALSE,29,51,6,389,71,230,13410,-50,7068.33,100,40,60,11829,86,5617.29,11743,1798.71,382.94,1115.44
