dataset_id,long,lat,depositionalenvironment,region,ecozone_koppen_5,pollen_percentage,n_taxa_harmonised_per_sequence,n_sample_filtered_per_sequence,n_chron_control_filtered_per_sequence,max_pol_counts_per_sequence,min_pol_counts_per_sequence,mean_pol_counts_per_sequence,max_chronology_age_per_sequence,min_chronology_age_per_sequence,mean_chronology_age_per_sequence,max_chronology_age_error_per_sequence,min_chronology_age_error_per_sequence,mean_chronology_age_error_per_sequence,max_calibrated_age_per_sequence,min_calibrated_age_per_sequence,mean_calibrated_age_per_sequence,calibrated_age_range_per_sequence,max_calibrated_age_uncertainty_per_sequence,min_calibrated_age_uncertainty_per_sequence,mean_calibrated_age_uncertainty_per_sequence
PVT_Ulan_Ul_Lake,90.5,34.87,Lake sediment,Asia,Polar,FALSE,20,13,14,510,93,276,12948.3,-45.6,6326.77,100,100,100,11981.5,-1,5819.69,11982.5,188.55,108.52,164.34
PVT_Ximen_Co,101.47,33.38,Lake sediment,Asia,Polar,FALSE,39,54,13,352,299,318,12991,0,5491.15,78,30,44.85,11735,41,5740.5,11694,607.32,89.01,299.61
PVT_Xingyun_Lake,102.78,24.34,lake,Asia,Temperate,FALSE,57,35,8,1011,568,746,7720,265,4758.12,40,25,30.62,8451.5,89,3127.89,8362.5,824.52,80.51,381.5
PVT_Yanghu_Lake,84.65,35.43,Lake sediment,Asia,Arid,FALSE,21,17,3,239,105,182,11220,733,6974.33,200,100,156.67,11618,732,5901.59,10886,3054.19,205.57,2123.52
Western_Ghats1,75.22388889,12.28777778,Swamp,Asia,Tropical,FALSE,133,43,5,1819,74,973,5712,246,2496.6,39,19,28.4,6629.5,78,2011.24,6551.5,1147.59,67.61,293.22
PANGAEA.834960,75.19611,41.79389,lake,Asia,Cold,TRUE,17,39,24,99,97,99,5580,155,3321.25,40,30,34.38,6167,24,3339.9,6143,240.03,21,124.72
PVT_Akkol_Lake,89.63,50.25,Lake,Asia,Polar,TRUE,46,49,13,100,99,100,12320,0,6743.92,130,35,63.69,11080,41,5837.3,11039,597.8,112.5,317.6
PVT_Ayongwama_Co,98.2,34.83,Lake,Asia,Polar,TRUE,8,23,3,100,100,100,8260,396,3365.33,630,100,283.33,11240,381,5150.46,10859,9973.59,192.52,2838.9
PVT_Baikal_lake,105.87,52.08,Lake,Asia,Cold,TRUE,27,41,11,100,100,100,20920,0,8018.18,160,35,68.64,10401,29,3653.43,10372,1286.94,138.02,582.01
PVT_Barkol_Lake,92.8,43.62,Lake,Asia,Arid,TRUE,13,97,12,100,100,100,8520,0,4111.58,100,48,56.5,10291.5,42,6253.84,10249.5,1290.95,100.01,437.31
PVT_Chaiwopu_Lake,87.78,43.55,Lake,Asia,Arid,TRUE,19,11,3,100,100,100,9860,0,5188.33,493,100,245,10986,26.5,4156.68,10959.5,2326.69,142.54,1614.6
PVT_Dahaizi_Lake,102.67,27.83,Lake sediment,Asia,Temperate,TRUE,15,25,4,100,100,100,12159,0,6069.25,256,100,179.75,11562,37,5861.74,11525,2274.45,141.04,1513.41
PVT_Dajiuhu_2013,110,31.49,Peat bog,Asia,Cold,TRUE,52,46,8,165,90,130,31936,0,14170.25,119,24,68.88,11675,27,4817.01,11648,1978.6,116.05,1006.76
PVT_Dali_Nur_Jiangjunpaozi_Lake,117.47,42.374,Lake sediment,Asia,Cold,TRUE,7,15,3,100,100,100,9770,0,4240,380,100,223.33,11851.5,33,6728.7,11818.5,2953.27,144.02,2192.2
PVT_Dali_Nur_Liuzhouwan_Lake,116.683,42.70733,Lake sediment,Asia,Cold,TRUE,7,19,4,100,100,100,13480,755.8,6268.95,620,100,340,11516,761,6062.16,10755,2530.99,205.55,1473.24
PVT_Daluoba_basin,88.2,47.83,Lake sediment,Asia,Arid,TRUE,34,9,17,100,100,100,28555.9,457.3,12685.12,100,100,100,10942,470.5,5261.83,10471.5,192.05,171.51,177.09
PVT_Dongganchi,115.78,39.53,River basin,Asia,Cold,TRUE,29,60,11,100,100,100,15230,1825,10497.64,580,80,300,11977,841.5,8172.41,11135.5,1474.46,258.02,893.79
PVT_Erhai_Lake,100.2,25.77,Lake sediment,Asia,Temperate,TRUE,8,63,8,100,100,100,10820,0,5720,130,70,93.75,11949,41,6651.44,11908,1036.09,140.52,559.37
PVT_Erhailongwan_Lake,126.37,42.3,Lake sediment,Asia,Cold,TRUE,18,15,17,100,100,100,32180,0,14421.47,200,100,158.82,11773,13,6193,11760,1200.86,122.05,521.43
PVT_Ganhai_Lake,112.19,38.89,Lake sediment,Asia,Cold,TRUE,25,40,5,100,100,100,10950,260,5526,150,60,88,11618,14,4290.38,11604,1930.29,177,1030.68
PVT_Gantang,119.03,26.77,Peat bog,Asia,Temperate,TRUE,40,125,6,100,100,100,24770,0,9040.83,110,35,64.17,11924,32,5329.28,11892,1143.59,133,752.86
PVT_Guangfulin,121.19,31.06,Lake sediment,Asia,Temperate,TRUE,10,45,8,100,53,89,12366,750,5421.62,100,30,43.75,11541.5,633,4132.86,10908.5,2304.07,86.51,744.83
PVT_Huguangyan_Maer_LakeB,110.28,21.15,Lake sediment,Asia,Temperate,TRUE,27,7,14,100,100,100,44230,550,17323.57,1190,20,227.86,10308.5,720,4532.5,9588.5,1659.76,188.54,841.35
PVT_Hulun_Lake_HL06,117.51,49.13,Lake sediment,Asia,Cold,TRUE,37,21,14,100,88,99,8717,0,4117.5,43,30,35.86,11597.5,263,7890.88,11334.5,3335.15,94.56,1117.84
PVT_Kendegelukol_Lake,87.64,50.51,Lake sediment,Asia,Polar,TRUE,29,36,8,100,100,100,12880,876,7887,130,40,83.75,11836,866,5685.11,10970,1758.64,97.5,1062.38
PVT_Kotokel,108.12,52.78,Lake sediment,Asia,Cold,TRUE,30,18,6,100,100,100,3485,0,2014.83,240,90,138.33,6468.5,37,3394.28,6431.5,3850.6,128.02,1366.78
PVT_Koucha_Lake,97.24,34.01,Lake sediment,Asia,Polar,TRUE,44,56,6,100,100,100,13650,0,6105,100,30,55.83,11936,28,4359.62,11908,1320.54,140.5,720.99
PVT_Kuhai_Lake,99.31,35.52,Lake sediment,Asia,Polar,TRUE,43,48,13,100,100,100,14469,0,7595.85,1488,23,243.77,11206,258,5588.04,10948,1531.34,122.52,483.4
PVT_Longquan_Lake_LC2,112.24,31.08,Lake sediment,Asia,Temperate,TRUE,29,31,8,100,100,100,21910,58,7780.38,215,80,158.75,10503,70,4424.55,10433,836.15,157.04,600.98
PVT_Lop_Nur_Luo4,90.25,40.33,Lake sediment,Asia,Arid,TRUE,17,9,4,100,100,100,20780,622,8593,300,90,152.5,11306,626,5925.44,10680,2860.06,207.6,1499.27
PVT_Luanhaizi_LH2,101.35,37.59,Lake sediment,Asia,Cold,TRUE,42,19,6,100,100,100,42885,0,20238.33,200,30,123.33,11260,25,3772,11235,5933.5,137.5,2975.75
PVT_Mengcun,117.12,38.05,River basin,Asia,Cold,TRUE,37,28,3,100,98,100,23400,146.7,10272.23,365,100,193.33,8077,144.5,4539.11,7932.5,2898.59,179.52,2093.78
PVT_Naleng_Co,99.76,31.11,Lake sediment,Asia,Polar,TRUE,48,100,7,100,100,100,11485,145,5926.43,110,20,58.57,11950,174,6519.38,11776,1300.55,128.01,653.25
PVT_Nantun,104.23,26.7,Peat sediment,Asia,Temperate,TRUE,12,63,7,100,100,100,10780,387,4026.71,280,100,174.29,11686,368,5380.05,11318,2245.38,183.05,1058.47
PVT_Qigai_Nuur,109.5,39.5,Lake sediment,Asia,Arid,TRUE,27,222,17,100,100,100,8220,0,3355.88,110,40,61.18,10964,-70,5135.75,11034,1607.99,33.5,487.14
PVT_Qongjiamong_Co,92.37,29.81,Lake sediment,Asia,Polar,TRUE,22,57,12,100,100,100,10990,267,4953.08,160,40,78.33,11909.5,280,6216.25,11629.5,881.61,168.01,457.61
PVT_Ren_Co_R1,96.68,30.73,Lake sediment,Asia,Polar,TRUE,14,28,7,100,100,100,16160,195,9685,1030,70,338.57,11516.5,198.5,5733.34,11318,1600.4,192.54,1083.72
PVT_Sanjiaocheng_Section,103.34,39.01,peat,Asia,Arid,TRUE,48,232,10,100,28,93,9844,0,4516.7,260,50,105.2,11114,42,5493.06,11072,781.05,119.52,462.09
PVT_Sayram_Lake,81.09,44.34,Lake sediment,Asia,Cold,TRUE,16,113,13,117,92,99,14550,0,5650.77,100,25,45.38,9877,191.5,4933.7,9685.5,784.95,111.51,274.25
PVT_Shaamar,105.2,50.2,Eolian deposit,Asia,Cold,TRUE,23,23,12,100,100,100,28900,0,12444.25,1420,35,250.08,11976,24.5,6577.35,11951.5,2158.05,54.02,1295.57
PVT_Shayema_Lake,102.22,28.58,Lake sediment,Asia,Temperate,TRUE,52,81,91,100,100,100,13388.3,-44,6022.52,100,100,100,11851,3,5187.94,11848,174.51,79.53,121.27
PVT_Sujiawan,104.52,35.54,Lake sediment,Asia,Cold,TRUE,25,41,9,100,100,100,12204,965,4840.44,100,36,53.33,11105,946,3907.73,10159,1313.02,112.01,553.38
PVT_Tiancai_Lake,99.72,26.63,Lake sediment,Asia,Cold,TRUE,28,252,19,100,100,100,10280,0,5330.26,100,30,42.63,11988.5,16,5525.34,11972.5,470.64,79.52,245.5
PVT_Uzunkol_Lake,87.11,50.48,Peat sediment,Asia,Cold,TRUE,33,58,6,100,100,100,13000,0,8533.33,100,60,77.5,11727,35,5143.06,11692,2150.18,149.02,1492.53
PVT_Wulungu_Lake,87.29,47.22,lake,Asia,Arid,TRUE,12,110,7,98,25,92,6672,266,2749.43,33,28,30,7808.5,113,2865.74,7695.5,1096.21,53.51,355.88
PVT_Xiehu_Lake_SO4,122.52,37.38,Lake sediment,Asia,Cold,TRUE,12,29,4,100,100,100,7780,0,4962.5,220,90,127.5,9916,31,5559.78,9885,4007.85,137.01,1318.51
PVT_Yamant_Nur_Lake,102.6,49.9,Lake sediment,Asia,Arid,TRUE,23,34,42,100,100,100,15562.6,313,7417.33,100,100,100,11839.5,263,5860.1,11576.5,132.55,107.51,117.08
PVT_Yidun_Lake,99.55,30.3,Lake sediment,Asia,Polar,TRUE,17,23,3,100,100,100,9260,0,4300,140,70,103.33,11673,28,6095.13,11645,6260.3,142.01,1944.8
PVT_Zigetang_Co,90.9,32,Lake sediment,Asia,Polar,TRUE,41,67,5,100,100,100,9490,35,4278,100,90,98,10704.5,49.5,5055.51,10655,1085.15,149.51,766.01
PVT_Zoige_RH,103.35,33.95,Lake sediment,Asia,Cold,TRUE,7,14,3,100,100,100,11000,5000,7666.67,500,500,500,11869,2380.5,6849.11,9488.5,3022.12,979.65,2019.73
PANGAEA.896390,97.716,70.667,lake,Asia,Cold,FALSE,19,11,162,679,127,410,9402.2,25.1,6218.75,100,100,100,9462,5,6050.55,9457,131.54,53.5,74.84
cao_2,152.31,60.14,Lake sediment,Asia,Cold,FALSE,38,36,23,1586,731,1161,28120,0,13160,770,1,137,11455,0,6516.44,11455,867.04,2,415
cao_8,108.9136111,53.95472222,Lake sediment,Asia,Cold,FALSE,26,37,10,753,747,751,11960,1235,7277.5,80,25,42,11722,952.5,6548.08,10769.5,1175.61,53.03,540.87
cao_12,147.75,63.283333,Peat sediment,Asia,Cold,FALSE,17,5,4,443,235,337,12450,1000,7565,500,100,375,11558.5,904,6397.7,10654.5,2655.73,592.5,1639.82
cao_14,126.77516,65.2955,Lake sediment,Asia,Cold,FALSE,38,69,7,876,483,622,11105,0,5802.86,300,40,115.71,11793.5,25,4890.88,11768.5,1501.54,106.01,889.73
cao_23,66.5,60,Peat sediment,Asia,Cold,FALSE,27,35,7,998,43,539,9300,700,5393.57,65,60,62.86,10608.5,450,5536.41,10158.5,770.62,140.51,446.88
cao_24,151.833333,59.55,Peat sediment,Asia,Cold,FALSE,30,13,6,1359,45,619,5830,50,4009.17,80,20,45.83,7458.5,328.5,4666.15,7130,1731.71,111.01,759.16
cao_26,124.116667,57.033333,Bog sediment,Asia,Cold,FALSE,26,49,4,593,234,324,8650,0,4222.5,90,35,58.75,11634,496,5123.92,11138,5388.58,471.35,1408.44
cao_30,127.0666667,71.86666667,Lake sediment,Asia,Cold,FALSE,25,44,10,485,304,359,12310,-2000,6701,280,50,102,11735.5,-72,6865.84,11807.5,1135.74,10,634.96
cao_33,149.008889,62.088889,Lake sediment,Asia,Cold,FALSE,44,39,8,4266,310,1426,15290,0,7110,100,50,67.5,11753,5,4908.19,11748,1342.37,77.5,653.8
cao_35,151.89,60.73,Lake sediment,Asia,Cold,FALSE,42,33,9,1878,392,784,26270,0,9934.44,280,60,124.44,10155.5,254,4288.56,9901.5,1297.22,245.64,899.71
cao_39,78.333333,59,Peat sediment,Asia,Cold,FALSE,31,22,5,902,567,709,9920,1120,4514,120,30,55,11887,918,5693.8,10969,1778.6,118.51,925.56
cao_41,147.928889,63.515,Lake sediment,Asia,Polar,FALSE,30,22,7,1297,369,780,8460,0,4975.71,100,50,60,9527,60,6861.68,9467,893.14,120.03,391.84
cao_43,152.266667,61.116667,Lake sediment,Asia,Cold,FALSE,34,39,11,1503,361,964,11310,0,5619.09,240,50,82.73,11410,171,6323.78,11239,941.5,113.51,294.26
cao_44,137.08,50.07,Peat sediment,Asia,Cold,FALSE,35,27,8,624,129,410,11380,0,6702.5,420,200,287.5,11957,443.5,6962.07,11513.5,912.84,590.52,753.99
cao_50,149.5,62.17,Lake sediment,Asia,Cold,FALSE,37,12,7,518,278,381,13350,0,9522.86,250,85,158.57,11060,433,6418.58,10627,3923.59,259.62,2207.24
cao_51,60.75,56.766667,Peat sediment,Asia,Cold,FALSE,30,31,4,461,109,265,4960,0,3026.75,260,50,162.5,6844,257.5,3843.15,6586.5,2735.45,302.64,1179.61
cao_54,107,55.44,Peat sediment,Asia,Cold,FALSE,20,42,6,1498,32,937,5230,130,2926.67,130,40,96.67,6090.5,-49.5,3135.01,6140,624.79,32.5,349.16
cao_56,121.62,63.82,Lake sediment,Asia,Cold,FALSE,27,64,10,499,127,298,10400,0,7110,600,30,160,11968.5,447,7892.45,11521.5,1848.72,155.51,605.44
cao_57,84.21666667,56.1,Lake sediment,Asia,Cold,FALSE,29,17,3,672,39,508,9320,3687,6505,50,34,42,10406,1385.5,5572.94,9020.5,2052.02,368.19,1111.97
cao_59,66.5,60,Peat sediment,Asia,Cold,FALSE,17,28,11,960,171,544,9000,0,4940.45,100,35,63.64,10315,172,5928.68,10143,745.05,98.01,304.66
cao_65,156.75,70.666667,Peat sediment,Asia,Polar,FALSE,27,7,3,420,226,336,5180,1600,3178.33,300,80,170,6696,722.5,3276.93,5973.5,2904.86,175.03,942.49
cao_74,151.87,59.58,Lake sediment,Asia,Cold,FALSE,66,30,8,1239,339,673,14290,0,6015,120,50,66.25,11828,-24,4490.87,11852,1704.19,74.01,664.2
cao_78,65.75,68.25,Lake sediment,Asia,Cold,FALSE,43,72,8,623,171,476,9490,0,5286.25,100,30,62.5,10575,22.5,7286.35,10552.5,816.31,59.02,292.98
cao_79,120.96666,64.83333,Lake sediment,Asia,Cold,FALSE,24,66,8,314,121,263,5530,0,2937.5,110,35,74.38,8021.5,221,4155.64,7800.5,1831.09,134.02,577.15
cao_80,88.166667,58.333333,Bog sediment,Asia,Cold,FALSE,20,48,5,400,64,296,7300,0,3922,100,10,58,8468,72,5446.08,8396,1763.31,111.5,631.67
cao_84,124.25,73.6666,Lake sediment,Asia,Polar,FALSE,26,20,6,627,284,446,8940,510,4418.33,90,40,56.67,10834.5,409.5,5858.95,10425,2082.4,102.51,683.57
cao_86,77,61.25,Peat sediment,Asia,Cold,FALSE,16,32,11,1136,112,744,10600,0,5679.91,80,23,39,9816,178,6081.94,9638,678.17,111.54,328.8
cao_101,51.84166667,53.025,Peat sediment,Asia,Cold,FALSE,20,22,16,302,298,300,13000,216,5209.81,570,50,210.25,11865.5,43,5026.52,11822.5,932.56,106.51,484.54
cao_102,152.101667,59.964722,Lake sediment,Asia,Cold,FALSE,29,28,7,3242,664,1396,5420,200,2676.43,100,10,71.43,6227.5,187,3022.54,6040.5,602.65,31.03,374.88
cao_104,149.5,62.17,Lake sediment,Asia,Cold,FALSE,20,14,3,690,347,428,6070,0,2653.33,250,80,136.67,6607.5,98,2636.57,6509.5,1638.24,187.12,908.54
cao_105,72.08583333,60.01916667,Peat sediment,Asia,Cold,FALSE,15,50,5,201,198,200,9420,850,5686,140,80,116,10546,80.5,5457.15,10465.5,1268.2,283.51,806.93
cao_106,100.5333,74.5464,Lake sediment,Asia,Polar,FALSE,36,29,11,686,431,566,30760,1575,15490.45,790,20,218.64,9664,927,3445.79,8737,1339.24,47.01,645.56
cao_108,135.05,53.22,Peat sediment,Asia,Cold,FALSE,32,56,7,649,259,312,6880,0,3552.86,100,1,75.14,7833.5,-41,5238.55,7874.5,810.7,3,351.82
cao_116,141.116667,64.766667,Lake sediment,Asia,Cold,FALSE,36,31,9,1803,647,1243,22550,0,7497.78,370,60,148.89,11967.5,258,6717.29,11709.5,1712.06,289.6,716.49
cao_117,149.5,62.17,Lake sediment,Asia,Cold,FALSE,24,22,7,7556,296,4025,21860,0,8717.86,250,60,130.71,11309,134,6827.91,11175,1648.21,192.65,732.09
cao_122,152.333333,61.016667,Lake sediment,Asia,Polar,FALSE,32,36,7,1747,524,1192,9060,0,5837.14,250,40,124.29,10300.5,146.5,5806.88,10154,1600.04,120.14,719
cao_124,84,56.166667,Peat sediment,Asia,Cold,FALSE,29,25,7,699,229,472,8450,0,3278.57,75,10,46.43,9863.5,149.5,4245.24,9714,2014,44.51,555.63
cao_127,147.75,63.28,Peat sediment,Asia,Cold,FALSE,23,28,8,427,54,283,4830,0,2770,110,30,68.75,6667,-17,3971,6684,1803.17,74,544.02
cao_134,84.83333333,56.33333333,Peat sediment,Asia,Cold,FALSE,43,77,15,755,320,525,11060,1590,6392,480,50,124.67,11785,568.5,5594.99,11216.5,800.15,185.53,416.45
cao_137,126.74633,65.272,Lake sediment,Asia,Cold,FALSE,44,14,9,872,366,526,43000,0,21261.11,900,40,252.22,10493.5,414,5477.71,10079.5,3726.05,1559.9,3200.1
cao_158,57.883333,56.316667,Peat sediment,Asia,Cold,FALSE,43,51,5,925,183,240,6978,418,2694.4,120,78,101.4,8121.5,381,4119.47,7740.5,1380.79,192.52,678.12
cao_164,137.05,50,Peat sediment,Asia,Cold,FALSE,26,49,13,379,375,377,18190,170,7822.69,346,47,120,11772.5,-72,6193.22,11844.5,1047.14,22,453.42
cao_166,157.75815,53.25221667,Lake sediment,Asia,Cold,FALSE,13,38,8,510,314,425,8610,5,4712.5,70,30,42.5,9406,53,4004.39,9353,963.02,41.51,518.1
cao_151,123.64813,69.62852,Lake sediment,Asia,Cold,FALSE,22,30,11,828,106,249,33770,1030,13463.64,100,100,100,10876,973,6160.18,9903,979.56,282.5,652.97
cao_152,136.25,70.766667,Bog sediment,Asia,Cold,FALSE,24,28,9,546,280,386,6970,515,4106.11,100,100,100,7886,357,4134.91,7529,798.26,182.03,373.9
cao_85,76.666667,62,Bog sediment,Asia,Cold,FALSE,31,34,11,468,70,224,10600,0,5580.45,80,1,38.27,11798.5,0,7321.21,11798.5,898.72,2,418.9
cao_71,136,74.5,coastal sediment,Asia,Polar,FALSE,23,92,11,304,296,299,8350,900,4591.36,75,30,54.09,9445,743,5078.06,8702,517.74,49.53,238.16
PANGAEA.884462,84.38194,43.04583,lake,Asia,Arid,FALSE,26,49,7,1175,303,647,7660,1190,3524.29,40,30,35.71,8456.5,707,3977.79,7749.5,903.55,78.51,415.45
PANGAEA.896256,86.804,41.931,lake,Asia,Arid,FALSE,72,50,6,705,224,577,7368,0,2915.33,36,1,24.5,8429.5,-4,4876.99,8433.5,854.12,2,488.18
PANGAEA.717128,78,33.1667,lake,Asia,Polar,FALSE,131,40,30,914,441,706,12545,0,6315.89,160,35,60.43,11754,945,7483.21,10809,993.59,97.5,437.97
PANGAEA.808952,78.32333,32.92944,lake,Asia,Arid,FALSE,97,69,7,515,405,452,10470,0,4990.71,100,35,57.14,11979,21,4967.38,11958,1831.16,123.19,1053.84
PANGAEA.893308,96.91667,20.56667,lake,Asia,Temperate,FALSE,61,24,4,531,27,257,10210,2200,6893.75,55,30,43.75,11807.5,600,4796.71,11207.5,1836.06,211.07,1035.69
PANGAEA.783359,36.4925,42.2255,coastal sediment,Asia,Temperate,FALSE,90,30,13,363,299,321,18600,0,11338.46,100,100,100,11924,105,5025.48,11819,1637.96,182.61,787.24
cao_6,59.983333,44.42,Lake sediment,Asia,Arid,FALSE,31,13,4,650,190,382,4956,1590,3750.5,140,90,117.5,7578,-72,3303.35,7650,2532.7,178.07,836.08
Lake_Moon,120.8665,47.506,lake,Asia,Cold,FALSE,30,272,21,878,351,506,16640,920,7680.95,110,30,52.86,10783,280.5,5083.52,10502.5,545.25,94.01,276.29
COLE_etal_2015_CPL,113.711944,3.867778,Peat sediment,Oceania,Tropical,FALSE,123,61,5,2008,300,384,6038,618,4008.8,37,26,33,6978,441,2748.11,6537,1220.62,55,596.2
47817,81.03134,44.97373,Wetland,Asia,Arid,FALSE,41,89,6,586,44,317,8880,48,3669.67,40,20,29.17,10190,-37,4549.65,10227,1196.15,15.5,606.17
Sandynallah_SBBS,76.63388889,11.43666667,Peatland,Asia,Temperate,FALSE,33,11,5,2227,57,698,30000,0,8890,1500,1,348.2,11072.5,159,2908.32,10913.5,4946.34,327.61,1182.24
876,83.333333,55,Bog,Asia,Cold,FALSE,35,57,10,1127,392,895,8710,480,4918.7,250,10,71.4,10812,394.5,5523.96,10417.5,1288.96,128.52,447.84
46462,41.039722,55.118056,Bog,Asia,Cold,FALSE,25,49,8,654,493,548,7150,0,3946.25,90,50,75,8182,80.5,5172.58,8101.5,817.64,127.01,391.19
46466,38.5838,53.66192,Mire,Asia,Cold,FALSE,51,45,10,561,329,509,6310,0,2724,80,50,68,7585,-50,3435.72,7635,874.1,16.5,324
46483,36.416667,55.166667,Raised Bog,Asia,Cold,FALSE,77,18,4,858,245,537,9170,0,4662.5,70,50,61.25,11674.5,58,5869.67,11616.5,3170.69,154.02,1425.71
3896,37.516667,66.375,Lacustrine,Asia,Cold,FALSE,22,9,4,383,210,348,12630,0,6287.5,400,1,215.25,11787,525.5,5532.83,11261.5,2561.48,750.76,1457.69
46479,36.2525,53.834722,Bog,Asia,Cold,FALSE,49,57,8,743,98,582,8350,0,4801.25,100,50,77.5,9679.5,44,5361.55,9635.5,1117.69,131.51,488.96
46485,37.333333,56.066667,Lacustrine,Asia,Cold,FALSE,23,61,9,706,214,485,12400,0,4534.44,130,40,80.56,11933,29,6748.32,11904,2041.56,132.64,927.58
46447,35.32822,68.82667,Lacustrine,Asia,Cold,FALSE,40,84,8,565,456,520,9500,0,5572.5,65,50,55.62,11961,83,6100.58,11878,2144.97,145.02,733.69
3975,129.37787500000002,61.976835,Thermokarst Lake,Asia,Cold,FALSE,26,62,6,331,208,251,7740,0,2866.67,170,1,85.17,8876.5,188,4388.27,8688.5,1511.12,138.55,702.5
1444,81,55,Terrestrial,Asia,Cold,FALSE,32,31,5,1429,155,656,6050,500,3700,500,26,141.2,7014.5,747.5,2862.84,6267,778.57,90.01,614.05
46488,62.75,67.366667,Lacustrine,Asia,Cold,FALSE,52,100,13,546,324,456,10791.5,0,3569.85,272,2,77.85,11042.5,31,4705.47,11011.5,440.09,18.01,307.17
2643,132.783333,42.833333,Terrestrial,Asia,Cold,FALSE,37,17,4,883,268,420,27000,0,7942.5,1500,50,421.25,11688,121.5,5519.29,11566.5,6100.83,188.06,2798.27
1844,134.566667,43.25,Coastal,Asia,Cold,FALSE,35,16,5,857,257,436,30070,200,7482,370,50,164,8728.5,942,4128.91,7786.5,17416.75,156.52,5197.21
4543,36.25,63.9,Mire,Asia,Cold,FALSE,39,32,6,478,137,270,8360,0,4415.83,100,1,68.5,9596.5,417,5366.25,9179.5,965.6,347.16,581.62
46473,35.77489,53.21161,Mire,Asia,Cold,FALSE,44,44,9,605,305,447,5980,0,2534.44,90,50,73.33,6962.5,73,3139.19,6889.5,737.07,105.54,278.31
40990,108.133333,52.783333,Lacustrine,Asia,Cold,FALSE,32,80,4,1631,841,1229,11670,0,7105,60,40,48.75,11986,43,4983.91,11943,2425.85,284.24,1937.43
1979,151.716667,61.033333,Glacial Origin Lake,Asia,Cold,FALSE,38,36,6,1305,438,761,12000,0,6525,280,1,110.17,11592.5,0,5291.92,11592.5,1218.67,2,645.45
4102,100.22665,50.6286,Lacustrine,Asia,Cold,FALSE,23,15,3,719,219,366,5800,0,3236.67,100,50,70,7489.5,3.5,4045.03,7486,3115.19,78.51,1156.52
4010,98.76251,48.18924,Lacustrine,Asia,Cold,FALSE,24,19,7,244,146,208,11180,0,6791.43,120,40,94.29,11818,2,5755.45,11816,1139.81,73.51,710.3
14619,102.633333333333,33.45,Fen,Asia,Cold,FALSE,23,153,10,907,141,570,9030,-58,4531.2,90,2,41.7,10169.5,-51,5307.97,10220.5,892.71,63,407.97
15720,140.20766500000002,37.729695,Bog,Asia,Cold,FALSE,48,21,3,625,250,368,6280,0,3635,260,1,104.33,6500.5,0,2973.74,6500.5,1543.67,2,1087.93
1439,70.22,53.03,Tectonic Origin Lake,Asia,Cold,FALSE,37,38,7,629,262,361,5280,0,3162.86,520,30,355.71,6164,0,2929.83,6164,834.03,58.52,649.27
4081,106.6188,50.2618,Lacustrine,Asia,Cold,FALSE,29,36,8,919,179,486,9550,0,5249.38,150,50,97.5,11040.5,6.5,6288.38,11034,1656.01,82.02,537.5
4097,88.28455,48.67256,Lacustrine,Asia,Arid,FALSE,21,20,7,528,33,284,9070,0,5023.57,150,50,102.86,11883,384,6670.82,11499,3084.51,294.53,942.71
3861,90.49975,49.48079,Lacustrine,Asia,Arid,FALSE,19,16,5,297,109,209,11500,0,7517.4,250,80,126,11565,130.5,5461.94,11434.5,2438.39,154.5,1563.27
1845,80.466667,50.416667,Swamp,Asia,Arid,FALSE,46,41,9,404,110,240,11710,0,6008.89,760,30,276.67,11485,1,6319.88,11484,1169.19,57.5,564.22
41247,99.27974,25.87085,Natural Lake,Asia,Temperate,FALSE,119,32,20,677,472,555,18629,0,8810.55,340,64,137.65,11636,201,5067.84,11435,742.4,126.01,370.77
15624,134.133333333333,35.35,Fen,Asia,Temperate,FALSE,43,21,6,802,493,638,33800,-32,16603,2410,1,565.17,11243,-32,5173.38,11275,3385.49,2,2083.43
41245,115.225425,41.632845,Playa,Asia,Cold,FALSE,44,90,7,754,279,565,11461,91,5916.86,455,118,226.86,11542.5,114,7040.77,11428.5,1070.06,203.02,794.17
1860,75.39858,49.36771,Tectonic Origin Lake,Asia,Arid,FALSE,44,26,9,474,258,313,7895,0,3700.56,460,30,264.44,10713,0,5576.5,10713,3306.12,57.01,931.21
30184,87.07225,48.802645,Moraine Dammed Lake,Asia,Cold,FALSE,30,96,10,568,248,385,10070,-64,4832.6,60,1,36.1,11928.5,-40,4571.41,11968.5,1512.33,91.5,490.52
14612,96.90074,37.27446,Tectonic Origin Lake,Asia,Arid,FALSE,27,57,8,381,270,307,9270,-55,4970,50,5,27.5,11989.5,-55,6704.17,12044.5,2745.69,10,698.46
15649,136.13079,35.653925,Mire,Asia,Temperate,FALSE,54,41,5,1880,393,939,9050,0,3650,260,1,92.2,11830,-48,6145.87,11878,3257.75,21.01,1066.16
14134,135.88674,35.51763,Mire,Asia,Temperate,FALSE,74,39,7,2207,466,864,30009,0,12098.43,275,20,108.29,11748,0,4743.77,11748,2327.35,51.01,1581.72
15656,136.11934,35.54912,Mire,Asia,Temperate,FALSE,57,23,3,989,499,664,24830,320,10476.67,260,45,161.67,11473.5,28.5,4743.87,11445,6021.81,189.5,2386.44
4020,99.383333,51.333333,Lacustrine,Asia,Cold,FALSE,25,14,3,544,211,414,11470,0,6540,100,50,70,11820,6,6315.82,11814,3177.36,77.01,2046.21
